trial_index,mode,correct,reaction_time
1,noise,0,-1.0
2,noise,0,-1.0
3,noise,0,-1.0
4,noise,0,-1.0
5,noise,0,-1.0
6,noise,0,-1.0
7,noise,0,-1.0
8,noise,1,-1.0
9,noise,0,-1.0
10,noise,0,-1.0
11,noise,0,-1.0
12,noise,0,-1.0
13,noise,1,-1.0
14,noise,1,-1.0
15,noise,0,-1.0
16,noise,0,-1.0
17,noise,0,-1.0
18,noise,0,-1.0
19,noise,0,-1.0
20,noise,1,-1.0
21,noise,0,-1.0
22,noise,1,-1.0
23,noise,1,-1.0
24,noise,0,-1.0
25,noise,0,-1.0
26,noise,1,-1.0
27,noise,1,-1.0
28,noise,1,-1.0
29,noise,1,-1.0
30,noise,1,-1.0
31,noise,1,-1.0
32,noise,1,-1.0
33,noise,1,-1.0
34,noise,1,-1.0
35,noise,0,-1.0
36,noise,0,-1.0
37,noise,1,-1.0
38,noise,1,-1.0
39,noise,1,-1.0
40,noise,1,-1.0
41,noise,1,-1.0
42,go,0,-1.0
43,go,1,-1.0
44,go,0,-1.0
45,go,0,-1.0
46,go,1,-1.0
47,go,0,-1.0
48,go,1,-1.0
49,go,0,-1.0
50,go,0,-1.0
51,go,0,-1.0
52,go,0,-1.0
53,go,0,-1.0
54,go,1,-1.0
55,go,0,-1.0
56,go,0,-1.0
57,go,0,-1.0
58,go,1,-1.0
59,go,0,-1.0
60,go,1,-1.0
61,go,0,-1.0
62,go,1,0.5
63,go,0,-1.0
64,go,1,0.5
65,go,0,-1.0
66,go,0,-1.0
67,go,0,-1.0
68,go,0,-1.0
69,go,0,-1.0
70,go,0,-1.0
71,go,0,-1.0
72,go,1,-1.0
73,go,0,-1.0
74,go,1,-1.0
75,go,0,-1.0
76,go,1,-1.0
77,go,0,-1.0
78,go,1,0.52
79,go,1,0.49
80,go,1,0.49
81,go,0,-1.0
82,go,0,-1.0
83,go,1,-1.0
84,go,1,-1.0
85,go,1,-1.0
86,go,0,-1.0
87,go,0,-1.0
88,go,1,0.46
89,go,1,0.51
90,go,1,-1.0
91,go,1,-1.0
92,go,1,-1.0
93,no-go,0,-1.0
94,noise,1,-1.0
95,noise,1,-1.0
96,noise,0,-1.0
97,noise,1,-1.0
98,noise,1,-1.0
99,noise,1,-1.0
100,noise,1,-1.0
101,noise,1,-1.0
102,go,0,-1.0
103,go,1,-1.0
104,go,0,-1.0
105,go,1,-1.0
106,go,0,-1.0
107,go,0,-1.0
108,go,1,-1.0
109,go,0,-1.0
110,go,1,-1.0
111,go,0,-1.0
112,go,0,-1.0
113,go,1,-1.0
114,go,0,-1.0
115,go,1,-1.0
116,go,1,-1.0
117,go,1,-1.0
118,go,0,-1.0
119,go,1,-1.0
120,go,1,0.49
121,go,1,-1.0
122,go,1,-1.0
123,go,1,0.5
124,go,1,-1.0
125,noise,1,-1.0
126,noise,1,-1.0
127,noise,0,-1.0
128,noise,0,-1.0
129,noise,1,-1.0
130,noise,1,-1.0
131,noise,0,-1.0
132,noise,1,-1.0
133,noise,1,-1.0
134,noise,1,-1.0
135,noise,1,-1.0
136,noise,1,-1.0
137,go,1,-1.0
138,go,0,-1.0
139,go,1,-1.0
140,go,1,0.5
141,go,1,-1.0
142,go,0,-1.0
143,go,1,-1.0
144,go,0,-1.0
145,go,1,-1.0
146,go,1,-1.0
147,go,1,0.5
148,go,1,-1.0
149,go,0,-1.0
150,go,1,-1.0
151,go,0,-1.0
152,go,1,0.5
153,go,0,-1.0
154,go,1,-1.0
155,go,0,-1.0
156,go,1,-1.0
157,go,0,-1.0
158,go,0,-1.0
159,go,0,-1.0
160,go,0,-1.0
161,go,0,-1.0
162,go,1,-1.0
163,go,1,-1.0
164,go,1,0.47
165,go,1,-1.0
166,go,1,-1.0
167,go,1,-1.0
168,noise,0,-1.0
169,noise,0,-1.0
170,noise,1,-1.0
171,noise,1,-1.0
172,noise,1,-1.0
173,noise,0,-1.0
174,noise,0,-1.0
175,noise,0,-1.0
176,noise,1,-1.0
177,noise,1,-1.0
178,noise,1,-1.0
179,noise,1,-1.0
180,noise,1,-1.0
181,go,0,-1.0
182,go,1,-1.0
183,go,1,-1.0
184,go,0,-1.0
185,go,0,-1.0
186,go,1,-1.0
187,go,0,-1.0
188,go,1,-1.0
189,go,0,-1.0
190,go,1,-1.0
191,go,1,-1.0
192,go,1,-1.0
193,go,0,-1.0
194,go,0,-1.0
195,go,0,-1.0
196,go,0,-1.0
197,go,1,0.5
198,go,1,-1.0
199,go,1,-1.0
200,go,1,-1.0
201,go,1,-1.0
202,go,1,-1.0
203,noise,0,-1.0
204,noise,1,-1.0
205,noise,1,-1.0
206,noise,1,-1.0
207,noise,0,-1.0
208,noise,0,-1.0
209,noise,0,-1.0
210,noise,0,-1.0
211,noise,1,-1.0
212,noise,0,-1.0
213,noise,1,-1.0
214,noise,0,-1.0
215,noise,1,-1.0
216,noise,1,-1.0
217,noise,1,-1.0
218,noise,0,-1.0
219,noise,1,-1.0
220,noise,1,-1.0
221,noise,1,-1.0
222,noise,1,-1.0
223,noise,1,-1.0
224,go,0,-1.0
225,go,0,-1.0
226,go,0,-1.0
227,go,1,0.39
228,go,1,-1.0
229,go,1,-1.0
230,go,0,-1.0
231,go,0,-1.0
232,go,0,-1.0
233,go,1,-1.0
234,go,0,-1.0
235,go,0,-1.0
236,go,0,-1.0
237,go,1,-1.0
238,go,0,-1.0
239,go,0,-1.0
240,go,1,0.48
241,go,0,-1.0
242,go,1,-1.0
243,go,0,-1.0
244,go,1,0.5
245,go,0,-1.0
246,go,1,-1.0
247,go,0,-1.0
248,go,1,-1.0
249,go,1,-1.0
250,go,0,-1.0
251,go,1,-1.0
252,go,1,-1.0
253,go,1,-1.0
254,go,1,-1.0
255,go,1,0.49
256,noise,1,-1.0
257,noise,0,-1.0
258,noise,0,-1.0
259,noise,0,-1.0
260,noise,1,-1.0
261,noise,0,-1.0
262,noise,1,-1.0
263,noise,1,-1.0
264,noise,1,-1.0
265,noise,0,-1.0
266,noise,1,-1.0
267,noise,1,-1.0
268,noise,0,-1.0
269,noise,0,-1.0
270,noise,0,-1.0
271,noise,0,-1.0
272,noise,1,-1.0
273,noise,1,-1.0
274,noise,0,-1.0
275,noise,1,-1.0
276,noise,1,-1.0
277,noise,0,-1.0
278,noise,0,-1.0
279,noise,0,-1.0
280,noise,0,-1.0
281,noise,0,-1.0
282,noise,1,-1.0
283,noise,0,-1.0
284,noise,0,-1.0
285,noise,1,-1.0
286,noise,0,-1.0
287,noise,1,-1.0
288,noise,0,-1.0
289,noise,0,-1.0
290,noise,0,-1.0
291,noise,0,-1.0
292,noise,0,-1.0
293,noise,1,-1.0
294,noise,1,-1.0
295,noise,1,-1.0
296,noise,1,-1.0
297,noise,1,-1.0
298,go,1,-1.0
299,go,0,-1.0
300,go,1,-1.0
301,go,0,-1.0
302,go,0,-1.0
303,go,0,-1.0
304,go,0,-1.0
305,go,0,-1.0
306,go,0,-1.0
307,go,0,-1.0
308,go,0,-1.0
309,go,0,-1.0
310,go,0,-1.0
311,go,1,-1.0
312,go,1,-1.0
313,go,0,-1.0
314,go,1,-1.0
315,go,1,-1.0
316,go,1,-1.0
317,go,1,-1.0
318,go,0,-1.0
319,go,1,-1.0
320,go,1,-1.0
321,go,1,-1.0
322,go,1,-1.0
323,go,1,-1.0
324,noise,1,-1.0
325,noise,1,-1.0
326,noise,0,-1.0
327,noise,0,-1.0
328,noise,0,-1.0
329,noise,0,-1.0
330,noise,1,-1.0
331,noise,1,-1.0
332,noise,1,-1.0
333,noise,1,-1.0
334,noise,1,-1.0
335,go,0,-1.0
336,go,1,0.5
337,go,1,-1.0
338,go,1,-1.0
339,go,1,-1.0
340,go,1,-1.0
341,noise,1,-1.0
342,noise,1,-1.0
343,noise,1,-1.0
344,noise,1,-1.0
345,noise,1,-1.0
346,go,1,0.5
347,go,1,-1.0
348,go,1,-1.0
349,go,0,-1.0
350,go,1,-1.0
351,go,1,-1.0
352,go,0,-1.0
353,go,1,-1.0
354,go,0,-1.0
355,go,1,-1.0
356,go,1,-1.0
357,go,0,-1.0
358,go,1,-1.0
359,go,1,-1.0
360,go,0,-1.0
361,go,0,-1.0
362,go,1,-1.0
363,go,1,-1.0
364,go,1,-1.0
365,go,1,-1.0
366,go,1,-1.0
367,noise,0,-1.0
368,noise,1,-1.0
369,noise,1,-1.0
370,noise,0,-1.0
371,noise,0,-1.0
372,noise,1,-1.0
373,noise,0,-1.0
374,noise,0,-1.0
375,noise,0,-1.0
376,noise,0,-1.0
377,noise,1,-1.0
378,noise,1,-1.0
379,noise,1,-1.0
380,noise,0,-1.0
381,noise,1,-1.0
382,noise,0,-1.0
383,noise,0,-1.0
384,noise,1,-1.0
385,noise,0,-1.0
386,noise,1,-1.0
387,noise,1,-1.0
388,noise,1,-1.0
389,noise,1,-1.0
390,noise,1,-1.0
391,go,0,-1.0
392,go,0,-1.0
393,go,1,-1.0
394,go,1,-1.0
395,go,1,-1.0
396,go,0,-1.0
397,go,1,-1.0
398,go,0,-1.0
399,go,1,-1.0
400,go,1,-1.0
401,go,1,-1.0
402,go,1,0.49
403,go,1,-1.0
404,go,1,-1.0
405,noise,1,-1.0
406,noise,0,-1.0
407,noise,0,-1.0
408,noise,1,-1.0
409,noise,0,-1.0
410,noise,1,-1.0
411,noise,1,-1.0
412,noise,1,-1.0
413,go,1,0.47
414,go,0,-1.0
415,go,1,0.5
416,go,1,0.5
417,go,1,-1.0
418,go,0,-1.0
419,go,1,-1.0
420,go,1,-1.0
421,go,0,-1.0
422,go,1,-1.0
423,go,1,-1.0
424,go,1,0.5
425,go,1,-1.0
426,go,1,-1.0
427,noise,1,-1.0
428,noise,1,-1.0
429,noise,1,-1.0
430,noise,1,-1.0
431,noise,1,-1.0
432,go,0,-1.0
433,go,1,-1.0
434,go,1,0.5
435,go,1,-1.0
436,go,0,-1.0
437,go,0,-1.0
438,go,1,-1.0
439,go,0,-1.0
440,go,0,-1.0
441,go,0,-1.0
442,go,1,0.49
443,go,0,-1.0
444,go,1,-1.0
445,go,0,-1.0
446,go,1,-1.0
447,go,0,-1.0
448,go,1,-1.0
449,go,1,-1.0
450,go,0,-1.0
451,go,1,-1.0
452,go,1,-1.0
453,go,1,-1.0
454,go,1,-1.0
455,go,1,-1.0
456,noise,0,-1.0
457,noise,1,-1.0
458,noise,0,-1.0
459,noise,0,-1.0
460,noise,0,-1.0
461,noise,0,-1.0
462,noise,1,-1.0
463,noise,1,-1.0
464,noise,1,-1.0
465,noise,1,-1.0
466,noise,1,-1.0
467,go,1,-1.0
468,go,1,-1.0
469,go,0,-1.0
470,go,1,-1.0
471,go,0,-1.0
472,go,1,-1.0
473,go,1,-1.0
474,go,0,-1.0
475,go,1,0.39
476,go,1,-1.0
477,go,1,0.5
478,go,0,-1.0
479,go,1,-1.0
480,go,1,-1.0
481,go,1,-1.0
482,go,1,-1.0
483,go,0,-1.0
484,go,1,-1.0
485,go,0,-1.0
486,go,1,-1.0
487,go,1,-1.0
488,go,0,-1.0
489,go,1,0.5
490,go,1,-1.0
491,go,1,0.5
492,go,1,-1.0
493,go,1,-1.0
494,noise,0,-1.0
495,noise,0,-1.0
496,noise,0,-1.0
497,noise,1,-1.0
498,noise,1,-1.0
499,noise,0,-1.0
500,noise,0,-1.0
501,noise,1,-1.0
502,noise,1,-1.0
503,noise,1,-1.0
504,noise,0,-1.0
505,noise,0,-1.0
506,noise,1,-1.0
507,noise,1,-1.0
508,noise,1,-1.0
509,noise,1,-1.0
510,noise,1,-1.0
511,go,1,-1.0
512,go,1,-1.0
513,go,1,-1.0
514,go,0,-1.0
515,go,1,-1.0
516,go,1,-1.0
517,go,1,0.5
518,go,1,0.5
519,go,1,0.5
520,noise,1,-1.0
521,noise,1,-1.0
522,noise,1,-1.0
523,noise,1,-1.0
524,noise,1,-1.0
525,go,0,-1.0
526,go,0,-1.0
527,go,0,-1.0
528,go,1,-1.0
529,go,1,-1.0
530,go,0,-1.0
531,go,0,-1.0
532,go,1,-1.0
533,go,1,-1.0
534,go,0,-1.0
535,go,0,-1.0
536,go,1,-1.0
537,go,1,-1.0
538,go,0,-1.0
539,go,0,-1.0
540,go,0,-1.0
541,go,1,-1.0
542,go,1,-1.0
543,go,1,-1.0
544,go,1,-1.0
545,go,0,-1.0
546,go,1,-1.0
547,go,1,0.5
548,go,1,-1.0
549,go,1,-1.0
550,go,1,-1.0
551,go,1,0.5
552,noise,0,-1.0
553,noise,1,-1.0
554,noise,0,-1.0
555,noise,1,-1.0
556,noise,1,-1.0
557,noise,0,-1.0
558,noise,0,-1.0
559,noise,0,-1.0
560,noise,0,-1.0
561,noise,0,-1.0
562,noise,1,-1.0
563,noise,0,-1.0
564,noise,1,-1.0
565,noise,1,-1.0
566,noise,0,-1.0
567,noise,1,-1.0
568,noise,0,-1.0
569,noise,0,-1.0
570,noise,0,-1.0
571,noise,1,-1.0
572,noise,1,-1.0
573,noise,1,-1.0
574,noise,0,-1.0
575,noise,0,-1.0
576,noise,1,-1.0
577,noise,0,-1.0
578,noise,1,-1.0
579,noise,0,-1.0
580,noise,1,-1.0
581,noise,1,-1.0
582,noise,0,-1.0
583,noise,1,-1.0
584,noise,1,-1.0
585,noise,1,-1.0
586,noise,0,-1.0
587,noise,0,-1.0
588,noise,1,-1.0
589,noise,0,-1.0
590,noise,0,-1.0
591,noise,1,-1.0
592,noise,1,-1.0
593,noise,1,-1.0
594,noise,0,-1.0
595,noise,1,-1.0
596,noise,0,-1.0
597,noise,1,-1.0
598,noise,1,-1.0
599,noise,0,-1.0
600,noise,1,-1.0
601,noise,1,-1.0
602,noise,1,-1.0
603,noise,1,-1.0
604,noise,0,-1.0
605,go,0,-1.0
606,go,1,-1.0
607,go,1,-1.0
608,go,0,-1.0
609,go,1,0.5
610,go,1,-1.0
611,go,1,-1.0
612,go,0,-1.0
613,go,0,-1.0
614,go,1,-1.0
615,go,1,-1.0
616,go,1,-1.0
617,go,0,-1.0
618,go,1,0.5
619,go,1,-1.0
620,go,1,-1.0
621,go,1,-1.0
622,go,1,-1.0
623,noise,1,-1.0
624,noise,0,-1.0
625,noise,0,-1.0
626,noise,0,-1.0
627,noise,1,-1.0
628,noise,1,-1.0
629,noise,1,-1.0
630,noise,1,-1.0
631,noise,1,-1.0
632,go,0,-1.0
633,go,0,-1.0
634,go,1,-1.0
635,go,1,0.5
636,go,0,-1.0
637,go,1,-1.0
638,go,1,0.49
639,go,1,-1.0
640,noise,0,-1.0
641,noise,0,-1.0
642,noise,1,-1.0
643,noise,1,-1.0
644,noise,0,-1.0
645,noise,0,-1.0
646,noise,1,-1.0
647,noise,1,-1.0
648,noise,1,-1.0
649,noise,1,-1.0
650,noise,1,-1.0
651,noise,1,-1.0
652,go,0,-1.0
653,go,1,0.5
654,go,1,0.5
655,go,0,-1.0
656,go,1,0.5
657,go,1,-1.0
658,go,1,-1.0
659,go,1,-1.0
660,go,1,-1.0
661,noise,1,-1.0
662,noise,0,-1.0
663,noise,1,-1.0
664,noise,0,-1.0
665,noise,1,-1.0
666,noise,0,-1.0
667,noise,0,-1.0
668,noise,0,-1.0
669,noise,1,-1.0
670,noise,0,-1.0
671,noise,1,-1.0
672,noise,0,-1.0
673,noise,0,-1.0
674,noise,1,-1.0
675,noise,1,-1.0
676,noise,1,-1.0
677,noise,1,-1.0
678,noise,1,-1.0
679,go,0,-1.0
680,go,1,0.5
681,go,1,-1.0
682,go,0,-1.0
683,go,0,-1.0
684,go,1,-1.0
685,go,1,-1.0
686,go,1,-1.0
687,go,1,-1.0
688,go,1,0.39
689,noise,0,-1.0
690,noise,1,-1.0
691,noise,1,-1.0
692,noise,0,-1.0
693,noise,0,-1.0
694,noise,0,-1.0
695,noise,0,-1.0
696,noise,1,-1.0
697,noise,0,-1.0
698,noise,0,-1.0
699,noise,0,-1.0
700,noise,1,-1.0
701,noise,1,-1.0
702,noise,1,-1.0
703,noise,1,-1.0
704,noise,1,-1.0
705,noise,1,-1.0
706,go,1,-1.0
707,go,0,-1.0
708,go,0,-1.0
709,go,0,-1.0
710,go,1,0.53
711,go,1,-1.0
712,go,1,-1.0
713,go,1,0.49
714,go,0,-1.0
715,go,1,-1.0
716,go,0,-1.0
717,go,1,-1.0
718,go,0,-1.0
719,go,0,-1.0
720,go,1,-1.0
721,go,1,-1.0
722,go,1,-1.0
723,go,1,-1.0
724,go,0,-1.0
725,go,1,-1.0
726,go,1,-1.0
727,go,0,-1.0
728,go,0,-1.0
729,go,1,-1.0
730,go,1,-1.0
731,go,0,-1.0
732,go,1,-1.0
733,go,1,0.53
734,go,0,-1.0
735,go,1,-1.0
736,go,0,-1.0
737,go,1,-1.0
738,go,0,-1.0
739,go,1,-1.0
740,go,1,-1.0
741,go,0,-1.0
742,go,1,-1.0
743,go,1,-1.0
744,go,1,-1.0
745,go,1,-1.0
746,go,1,-1.0
747,go,1,-1.0
748,noise,0,-1.0
749,noise,0,-1.0
750,noise,0,-1.0
751,noise,0,-1.0
752,noise,0,-1.0
753,noise,0,-1.0
754,noise,1,-1.0
755,noise,1,-1.0
756,noise,0,-1.0
757,noise,1,-1.0
758,noise,1,-1.0
759,noise,1,-1.0
760,noise,1,-1.0
761,noise,0,-1.0
762,noise,1,-1.0
763,noise,1,-1.0
764,noise,1,-1.0
765,noise,1,-1.0
766,noise,0,-1.0
767,go,0,-1.0
768,go,0,-1.0
769,go,0,-1.0
770,go,0,-1.0
771,go,0,-1.0
772,go,0,-1.0
773,go,0,-1.0
774,go,0,-1.0
775,go,0,-1.0
776,go,0,-1.0
777,go,0,-1.0
778,go,0,-1.0
779,go,0,-1.0
780,go,0,-1.0
781,go,0,-1.0
782,go,0,-1.0
783,go,0,-1.0
784,no-go,0,-1.0
785,no-go,0,-1.0
786,no-go,0,-1.0
787,noise,1,-1.0
788,noise,1,-1.0
789,noise,1,-1.0
790,noise,1,-1.0
791,noise,1,-1.0
792,go,1,0.46
793,go,0,-1.0
794,go,0,-1.0
795,go,1,-1.0
796,go,0,-1.0
797,go,1,-1.0
798,go,0,-1.0
799,go,1,-1.0
800,go,0,-1.0
801,go,1,-1.0
802,go,1,-1.0
803,go,1,-1.0
804,go,1,0.52
805,go,1,-1.0
806,go,1,-1.0
807,noise,0,-1.0
808,noise,1,-1.0
809,noise,1,-1.0
810,noise,0,-1.0
811,noise,1,-1.0
812,noise,1,-1.0
813,noise,0,-1.0
814,noise,0,-1.0
815,noise,0,-1.0
816,noise,1,-1.0
817,noise,1,-1.0
818,noise,0,-1.0
819,noise,1,-1.0
820,noise,1,-1.0
821,noise,1,-1.0
822,noise,1,-1.0
823,noise,1,-1.0
824,noise,1,-1.0
825,noise+go,1,-1.0
826,noise+go,0,-1.0
827,noise+go,1,-1.0
828,noise+go,1,-1.0
829,noise+go,1,-1.0
830,noise+go,0,-1.0
831,noise+go,0,-1.0
832,noise+go,0,-1.0
833,noise+go,0,-1.0
834,noise+go,0,-1.0
835,noise+go,0,0.53
836,noise+go,0,-1.0
837,noise+go,0,-1.0
838,noise+go,0,-1.0
839,noise+go,0,0.5
840,noise+go,0,-1.0
841,noise+go,0,-1.0
842,noise+go,0,-1.0
843,noise+go,0,-1.0
844,noise,0,-1.0
845,noise+go,0,-1.0
846,noise+go,0,-1.0
847,noise+go,0,-1.0
848,no-go,0,-1.0
849,noise,0,-1.0
850,noise,1,-1.0
851,noise,0,-1.0
852,noise,0,-1.0
853,noise,0,-1.0
854,noise,0,-1.0
855,noise,0,-1.0
856,noise,0,-1.0
857,noise,0,-1.0
858,noise,0,-1.0
859,noise,0,-1.0
860,noise,1,-1.0
861,noise,1,-1.0
862,noise,1,-1.0
