trial_index,trial_start_time,trial_start_tracker_time,speed,coherence,direction,saccade_rt,saccade_duration,correct,saccade_x,saccade_y,saccade_start_x,saccade_start_y,stim_x,stim_y,fix_onset,fix_onset_tracker,stim_onset,stim_onset_tracker,stim_offset,stim_offset_tracker,saccade_onset,saccade_onset_tracker,fix_x,fix_y
22,1758920174.651079,763009.0,16,0.35,90,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,1758920174.9191198,763488.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
23,1758920177.5760422,765934.0,16,0.1,90,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,1758920177.728749,766298.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
24,1758920179.864529,768222.0,16,0.35,270,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,1758920180.1264925,768697.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
25,1758920182.169167,770527.0,16,0.35,90,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,1758920184.3270454,772898.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
26,1758920186.421416,774779.0,16,0.6,90,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,1758920187.4789414,776059.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
28,1758920195.7018218,784059.0,16,0.35,270,295.53723335266113,0.004508018493652344,1,-290.9000244140625,50.70001220703125,-118.29998779296875,-21.0,-200.15066666666664,160.12053333333333,1758920195.9268785,784500.0,1758920196.8735306,785231.0,1758920197.1791878,785537.0,1758920197.1690679,785527.0,0.0,0.0
29,1758920199.6810248,788039.0,16,0.6,90,289.8123264312744,0.004812002182006836,1,-255.5,110.20001220703125,-97.79998779296875,-65.39999389648438,-200.15066666666664,160.12053333333333,1758920201.0512562,789610.0,1758920201.7797012,790137.0,1758920202.0788813,790437.0,1758920202.0695136,790427.0,0.0,0.0
30,1758920204.4788864,792837.0,16,0.1,90,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
31,1758920211.7929587,800151.0,16,0.0,270,258.96501541137695,0.004911661148071289,1,-274.70001220703125,165.10000610351562,-229.79998779296875,-100.20001220703125,-200.15066666666664,160.12053333333333,1758920212.6644628,801237.0,1758920213.4505522,801808.0,1758920213.721354,802079.0,1758920213.7095172,802067.0,0.0,0.0
32,1758920216.1066065,804464.0,16,0.1,90,215.79289436340332,0.0055577754974365234,1,-167.29998779296875,202.70001220703125,-120.20001220703125,-136.10000610351562,-200.15066666666664,160.12053333333333,1758920216.388353,804961.0,1758920217.293082,805650.0,1758920217.518473,805876.0,1758920217.508875,805866.0,0.0,0.0
33,1758920220.03026,808388.0,16,0.0,90,271.96478843688965,0.005000114440917969,1,-121.0,101.89999389648438,-29.20001220703125,-80.89999389648438,-200.15066666666664,160.12053333333333,1758920220.6034346,809182.0,1758920221.2770002,809635.0,1758920221.5585723,809916.0,1758920221.548965,809907.0,0.0,0.0
34,1758920224.0650327,812423.0,16,0.35,270,173.75755310058594,0.0038156509399414062,1,-212.5999755859375,217.79998779296875,-60.79998779296875,-67.20001220703125,-200.15066666666664,160.12053333333333,1758920224.2193756,812794.0,1758920225.135403,813493.0,1758920225.3215919,813679.0,1758920225.3091605,813667.0,0.0,0.0
35,1758920227.8539183,816212.0,16,0.1,90,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,1758920229.23637,817811.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
36,1758920231.5135767,819871.0,16,0.1,90,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
37,1758920238.2714367,826629.0,16,0.6,270,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,1758920238.4098544,826982.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
38,1758920240.896197,829254.0,16,0.6,90,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,1758920241.3216577,829879.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
39,1758920243.4388735,831797.0,16,0.6,270,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,1758920243.81233,832388.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
40,1758920246.0120797,834370.0,16,0.0,90,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
41,1758920252.949122,841307.0,16,0.0,270,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
43,1758920654.6884034,1243047.0,16,0.6,270,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,1758920655.090503,1243680.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
44,1758920657.132431,1245491.0,16,0.0,270,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,1758920657.7707095,1246347.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
45,1758920660.1053076,1248463.0,16,0.0,90,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
46,1758920666.9623673,1255321.0,16,0.35,270,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
47,1758920673.8643932,1262223.0,16,0.0,270,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
49,1758920922.169812,1510528.0,16,0.6,270,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,1758920922.524771,1511097.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
50,1758920925.0058503,1513365.0,16,0.35,90,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,1758920926.7098064,1515283.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
51,1758920929.0296147,1517388.0,16,0.1,270,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
52,1758920935.9536726,1524312.0,16,0.6,270,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
53,1758920943.025407,1531384.0,16,0.0,90,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,1758920945.09333,1533666.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
54,1758920947.3511653,1535708.0,16,0.6,270,128.33046913146973,-1.0,0,-1.0,-1.0,12.9000244140625,79.9000244140625,-200.15066666666664,160.12053333333333,1758920948.8478396,1537423.0,1758920949.5665936,1537925.0,-1.0,-1.0,1758920949.694924,1538054.0,0.0,0.0
55,1758920951.8707776,1540229.0,16,0.1,270,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,1758920952.7431195,1541317.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
56,1758920955.0732124,1543432.0,16,0.0,90,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,1758920958.8686345,1547448.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
57,1758920961.4606469,1549819.0,16,0.6,270,255.57208061218262,-1.0,0,-1.0,-1.0,39.79998779296875,-83.10000610351562,-200.15066666666664,160.12053333333333,1758920961.6592712,1550234.0,1758920962.3490665,1550708.0,-1.0,-1.0,1758920962.6046386,1550963.0,0.0,0.0
58,1758920964.4990048,1552858.0,16,0.1,270,5.985736846923828,-1.0,0,-1.0,-1.0,-60.79998779296875,155.70001220703125,-200.15066666666664,160.12053333333333,1758920964.673811,1553252.0,1758920965.1907787,1553549.0,-1.0,-1.0,1758920965.1967645,1553555.0,0.0,0.0
59,1758920967.1499119,1555509.0,16,0.1,270,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
60,1758920973.959187,1562316.0,16,0.2,90,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,1758920974.2354589,1562806.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
