trial_index,speed,coherence,direction,side,saccade_rt,saccade_latency,correct,saccade_x,saccade_y,stim_x,stim_y
1,0.25,1.0,270,left,225.7099151611328,-1,0,-1,-1,-400.3013333333333,0.0
2,0.25,0.33,90,left,-1.0,-1,0,-1,-1,-400.3013333333333,0.0
3,0.25,0.55,90,left,-1.0,-1,0,-1,-1,-400.3013333333333,0.0
4,0.1,0.55,90,left,-1.0,-1,0,-1,-1,-400.3013333333333,0.0
5,0.25,0.77,270,left,-1.0,-1,0,-1,-1,-400.3013333333333,0.0
6,0.25,0.77,90,left,-1.0,-1,0,-1,-1,-400.3013333333333,0.0
7,0.25,0.55,270,left,86.42911911010742,-1,0,-1,-1,-400.3013333333333,0.0
8,0.1,0.33,90,left,-1.0,-1,0,-1,-1,-400.3013333333333,0.0
9,0.25,0.77,270,left,-1.0,-1,0,-1,-1,-400.3013333333333,0.0
