trial_index,speed,coherence,direction,side,saccade_rt,saccade_duration,correct,saccade_x,saccade_y,stim_x,stim_y
1,25,0.35,270,left,273.8056182861328,0.06993746757507324,1,-367.0999755859375,-14.0999755859375,-400.3013333333333,0.0
2,25,0.0,270,left,267.8868770599365,0.07001042366027832,1,-376.5999755859375,-11.79998779296875,-400.3013333333333,0.0
3,25,0.2,270,left,201.4446258544922,0.06992769241333008,1,-384.20001220703125,-16.0,-400.3013333333333,0.0
4,25,0.6,270,left,272.7515697479248,0.07003593444824219,1,-354.79998779296875,-69.5,-400.3013333333333,0.0
5,25,0.6,90,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
6,25,0.1,270,left,210.15620231628418,0.07034540176391602,1,-385.4000244140625,-20.5999755859375,-400.3013333333333,0.0
7,25,0.35,90,left,220.51310539245605,0.0701589584350586,1,-344.79998779296875,11.9000244140625,-400.3013333333333,0.0
8,25,0.2,90,left,278.26666831970215,0.06989121437072754,1,-382.9000244140625,38.899993896484375,-400.3013333333333,0.0
9,25,0.6,270,left,221.4667797088623,0.06997895240783691,1,-359.0999755859375,-35.20001220703125,-400.3013333333333,0.0
10,25,0.0,270,left,222.23377227783203,0.06964993476867676,1,-373.79998779296875,25.20001220703125,-400.3013333333333,0.0
11,25,0.6,270,left,418.6563491821289,0.06999754905700684,1,-348.5999755859375,-45.4000244140625,-400.3013333333333,0.0
12,25,0.2,270,left,301.32222175598145,0.0699620246887207,1,-356.5999755859375,-9.20001220703125,-400.3013333333333,0.0
13,25,0.35,90,left,307.0108890533447,0.06998991966247559,1,-354.79998779296875,-12.4000244140625,-400.3013333333333,0.0
14,25,0.0,90,left,319.10181045532227,0.07020354270935059,1,-370.0999755859375,22.9000244140625,-400.3013333333333,0.0
15,25,0.35,90,left,331.8049907684326,0.06971406936645508,1,-381.0,67.10000610351562,-400.3013333333333,0.0
16,25,0.35,90,left,221.19998931884766,0.06987404823303223,1,-362.70001220703125,27.0,-400.3013333333333,0.0
17,25,0.1,270,left,234.43007469177246,0.06995296478271484,1,-390.5,1.5,-400.3013333333333,0.0
18,25,0.2,90,left,377.8061866760254,0.07018399238586426,1,-367.29998779296875,54.29998779296875,-400.3013333333333,0.0
19,25,0.2,90,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
20,25,0.2,270,left,260.01811027526855,0.0699455738067627,1,-362.79998779296875,-11.5999755859375,-400.3013333333333,0.0
21,25,0.1,270,left,314.3935203552246,0.0703427791595459,1,-355.4000244140625,-1.4000244140625,-400.3013333333333,0.0
22,25,0.2,90,left,436.22422218322754,0.07039070129394531,1,-391.0,28.100006103515625,-400.3013333333333,0.0
23,25,0.6,90,left,257.72571563720703,0.07007384300231934,1,-382.5999755859375,19.79998779296875,-400.3013333333333,0.0
24,25,0.6,90,left,268.57829093933105,0.06999564170837402,1,-358.0,43.29998779296875,-400.3013333333333,0.0
25,25,0.6,90,left,276.8547534942627,0.07003450393676758,1,-364.0999755859375,34.29998779296875,-400.3013333333333,0.0
26,25,0.2,270,left,403.2015800476074,0.06978297233581543,1,-371.0999755859375,-13.70001220703125,-400.3013333333333,0.0
27,25,0.35,270,left,358.5855960845947,0.06998276710510254,1,-370.29998779296875,-31.5999755859375,-400.3013333333333,0.0
28,25,0.2,270,left,153.24926376342773,0.06996560096740723,1,-381.5,-24.4000244140625,-400.3013333333333,0.0
29,25,0.1,90,left,299.01862144470215,0.0700674057006836,1,-401.0,-3.9000244140625,-400.3013333333333,0.0
30,25,0.1,270,left,398.21815490722656,0.0696103572845459,1,-340.20001220703125,-2.79998779296875,-400.3013333333333,0.0
31,25,0.1,270,left,472.5379943847656,0.07044053077697754,1,-358.29998779296875,-25.5,-400.3013333333333,0.0
32,25,0.35,90,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
33,25,0.0,90,left,285.40515899658203,0.07001900672912598,1,-418.20001220703125,-1.20001220703125,-400.3013333333333,0.0
34,25,0.35,90,left,252.7768611907959,0.07015347480773926,1,-345.5,33.600006103515625,-400.3013333333333,0.0
35,25,0.2,270,left,228.1363010406494,0.07039237022399902,1,-335.70001220703125,-28.29998779296875,-400.3013333333333,0.0
36,25,0.35,270,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
37,25,0.2,90,left,299.49474334716797,0.07012128829956055,1,-431.0999755859375,58.0,-400.3013333333333,0.0
38,25,0.35,270,left,248.89516830444336,0.07010507583618164,1,-382.70001220703125,-6.29998779296875,-400.3013333333333,0.0
39,25,0.6,270,left,222.6736545562744,0.06995892524719238,1,-405.4000244140625,-29.5999755859375,-400.3013333333333,0.0
40,25,0.2,270,left,277.6777744293213,0.06991147994995117,1,-365.5,-24.9000244140625,-400.3013333333333,0.0
41,25,0.6,270,left,201.33042335510254,0.06970596313476562,1,-378.0999755859375,-14.70001220703125,-400.3013333333333,0.0
42,25,0.35,90,left,163.86818885803223,0.07043147087097168,1,-362.0999755859375,4.5,-400.3013333333333,0.0
43,25,0.0,90,left,187.64019012451172,0.06998324394226074,1,-360.20001220703125,-4.5999755859375,-400.3013333333333,0.0
44,25,0.2,90,left,228.4708023071289,0.07011103630065918,1,-366.70001220703125,32.600006103515625,-400.3013333333333,0.0
45,25,0.2,90,left,245.6381320953369,0.07000589370727539,1,-354.20001220703125,18.0999755859375,-400.3013333333333,0.0
46,25,0.6,270,left,273.56481552124023,0.06989002227783203,1,-355.29998779296875,-17.79998779296875,-400.3013333333333,0.0
47,25,0.6,270,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
48,25,0.35,270,left,286.4816188812256,0.07002377510070801,1,-349.70001220703125,-57.79998779296875,-400.3013333333333,0.0
49,25,0.0,270,left,279.07848358154297,0.07003092765808105,1,-355.9000244140625,14.29998779296875,-400.3013333333333,0.0
50,25,0.35,90,left,241.69421195983887,0.07026171684265137,1,-387.0999755859375,4.0999755859375,-400.3013333333333,0.0
51,25,0.0,270,left,330.5363655090332,0.06995725631713867,1,-329.4000244140625,14.5,-400.3013333333333,0.0
52,25,0.2,90,left,380.51295280456543,0.06958484649658203,1,-374.79998779296875,17.79998779296875,-400.3013333333333,0.0
53,25,0.35,90,left,228.84607315063477,0.06994009017944336,1,-365.9000244140625,20.5999755859375,-400.3013333333333,0.0
54,25,0.2,90,left,236.1443042755127,0.06999659538269043,1,-379.9000244140625,26.9000244140625,-400.3013333333333,0.0
55,25,0.6,90,left,313.0462169647217,0.07000207901000977,1,-371.79998779296875,46.100006103515625,-400.3013333333333,0.0
56,25,0.6,270,left,308.3505630493164,0.07034993171691895,1,-342.29998779296875,-38.5,-400.3013333333333,0.0
57,25,0.6,90,left,378.6005973815918,0.06964397430419922,1,-339.4000244140625,40.70001220703125,-400.3013333333333,0.0
58,25,0.35,90,left,375.8809566497803,0.07008218765258789,1,-342.20001220703125,41.70001220703125,-400.3013333333333,0.0
59,25,0.0,270,left,361.3557815551758,0.06999778747558594,1,-383.4000244140625,57.600006103515625,-400.3013333333333,0.0
60,25,0.0,90,left,332.73839950561523,0.06988859176635742,1,-388.0999755859375,52.0,-400.3013333333333,0.0
61,25,0.1,90,left,317.11316108703613,0.0701744556427002,1,-370.79998779296875,-0.70001220703125,-400.3013333333333,0.0
62,25,0.0,90,left,211.2891674041748,0.06977128982543945,1,-367.5,12.20001220703125,-400.3013333333333,0.0
63,25,0.35,90,left,453.34839820861816,0.06994199752807617,1,-309.70001220703125,57.899993896484375,-400.3013333333333,0.0
64,25,0.0,270,left,282.72223472595215,0.06970787048339844,1,-397.0,-1.4000244140625,-400.3013333333333,0.0
65,25,0.35,270,left,309.9853992462158,0.06984686851501465,1,-328.20001220703125,-45.79998779296875,-400.3013333333333,0.0
66,25,0.0,90,left,381.4129829406738,0.06996631622314453,1,-323.4000244140625,-15.0,-400.3013333333333,0.0
67,25,0.2,90,left,375.6670951843262,0.07018804550170898,1,-329.70001220703125,21.9000244140625,-400.3013333333333,0.0
68,25,0.6,90,left,412.6551151275635,0.06968307495117188,1,-378.79998779296875,40.899993896484375,-400.3013333333333,0.0
69,25,0.2,90,left,374.3000030517578,0.06985950469970703,1,-373.9000244140625,31.70001220703125,-400.3013333333333,0.0
70,25,0.6,90,left,182.68251419067383,0.06993508338928223,1,-369.29998779296875,49.70001220703125,-400.3013333333333,0.0
71,25,0.1,90,left,229.31838035583496,0.07008886337280273,1,-340.29998779296875,-28.29998779296875,-400.3013333333333,0.0
72,25,0.1,90,left,293.18904876708984,0.06962227821350098,1,-371.0,30.899993896484375,-400.3013333333333,0.0
73,25,0.35,90,left,324.5728015899658,0.06990933418273926,1,-378.0,25.0,-400.3013333333333,0.0
74,25,0.0,270,left,405.1032066345215,0.06966423988342285,1,-372.9000244140625,29.79998779296875,-400.3013333333333,0.0
