trial_index,speed,coherence,direction,side,saccade_rt,saccade_duration,correct,saccade_x,saccade_y,stim_x,stim_y
1,25,0.35,270,left,330.29627799987793,0.07024121284484863,1,-375.5999755859375,-45.79998779296875,-400.3013333333333,0.0
2,25,0.0,90,left,223.907470703125,0.05996537208557129,1,-352.0,-13.0,-400.3013333333333,0.0
3,25,0.6,90,left,248.71516227722168,0.07001113891601562,1,-342.0,39.20001220703125,-400.3013333333333,0.0
4,25,0.2,270,left,240.76437950134277,0.0704491138458252,1,-379.20001220703125,34.0,-400.3013333333333,0.0
5,25,0.6,270,left,279.2620658874512,0.07018041610717773,1,-381.0999755859375,-50.9000244140625,-400.3013333333333,0.0
6,25,0.2,90,left,187.73484230041504,0.07008242607116699,1,-388.9000244140625,37.29998779296875,-400.3013333333333,0.0
7,25,0.35,90,left,201.31564140319824,0.06964850425720215,1,-350.79998779296875,14.29998779296875,-400.3013333333333,0.0
8,25,0.6,270,left,211.2720012664795,0.07047557830810547,1,-344.0,-8.5,-400.3013333333333,0.0
9,25,0.6,90,left,292.64378547668457,0.06995558738708496,1,-382.5,21.0999755859375,-400.3013333333333,0.0
10,25,0.2,90,left,192.34132766723633,0.06950736045837402,1,-352.5,25.70001220703125,-400.3013333333333,0.0
11,25,0.2,90,left,222.45502471923828,0.07054758071899414,1,-363.0999755859375,18.79998779296875,-400.3013333333333,0.0
12,25,0.2,270,left,342.3430919647217,0.07020878791809082,1,-342.29998779296875,5.9000244140625,-400.3013333333333,0.0
13,25,0.2,270,left,295.75586318969727,0.07000184059143066,1,-378.9000244140625,22.20001220703125,-400.3013333333333,0.0
14,25,0.0,270,left,210.88695526123047,0.07080531120300293,1,-367.4000244140625,30.100006103515625,-400.3013333333333,0.0
15,25,0.35,270,left,221.03428840637207,0.07023239135742188,1,-377.5999755859375,-9.9000244140625,-400.3013333333333,0.0
16,25,0.1,90,left,221.07696533203125,0.06992363929748535,1,-371.5999755859375,48.100006103515625,-400.3013333333333,0.0
17,25,0.2,90,left,276.05485916137695,0.07013964653015137,1,-355.0,44.600006103515625,-400.3013333333333,0.0
18,25,0.35,90,left,276.1516571044922,0.07054567337036133,1,-385.5,49.100006103515625,-400.3013333333333,0.0
19,25,0.1,270,left,10.625362396240234,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
20,25,0.1,270,left,257.3566436767578,0.07129859924316406,1,-352.79998779296875,-9.0,-400.3013333333333,0.0
21,25,0.35,270,left,284.1382026672363,0.06931495666503906,1,-356.0,11.9000244140625,-400.3013333333333,0.0
22,25,0.35,270,left,499.7444152832031,0.07033920288085938,1,-334.4000244140625,16.0,-400.3013333333333,0.0
23,25,0.1,270,left,299.28112030029297,0.06985998153686523,1,-362.5999755859375,-26.70001220703125,-400.3013333333333,0.0
24,25,0.0,90,left,220.4744815826416,0.0704653263092041,1,-428.29998779296875,57.20001220703125,-400.3013333333333,0.0
25,25,0.6,270,left,249.57680702209473,0.07036042213439941,1,-416.79998779296875,-68.0,-400.3013333333333,0.0
26,25,0.35,90,left,267.3678398132324,0.07037496566772461,1,-391.5,28.29998779296875,-400.3013333333333,0.0
27,25,0.0,90,left,237.9589080810547,0.07010102272033691,1,-344.79998779296875,-1.20001220703125,-400.3013333333333,0.0
28,25,0.6,270,left,227.3561954498291,0.07087349891662598,1,-320.0999755859375,-58.5999755859375,-400.3013333333333,0.0
29,25,0.0,90,left,254.33039665222168,0.07019805908203125,1,-371.0999755859375,22.70001220703125,-400.3013333333333,0.0
30,25,0.1,270,left,267.71998405456543,0.07049894332885742,1,-350.20001220703125,-26.4000244140625,-400.3013333333333,0.0
31,25,0.2,270,left,261.9180679321289,0.06981539726257324,1,-339.4000244140625,-83.20001220703125,-400.3013333333333,0.0
32,25,0.0,90,left,275.2032279968262,0.06975746154785156,1,-410.9000244140625,-43.20001220703125,-400.3013333333333,0.0
33,25,0.35,90,left,271.0251808166504,0.06999015808105469,1,-332.5,11.5999755859375,-400.3013333333333,0.0
34,25,0.0,270,left,295.7770824432373,0.07036304473876953,1,-322.29998779296875,46.100006103515625,-400.3013333333333,0.0
35,25,0.2,90,left,228.43146324157715,0.07051539421081543,1,-358.20001220703125,16.0999755859375,-400.3013333333333,0.0
36,25,0.1,270,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
37,25,0.35,270,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
38,25,0.0,270,left,310.95218658447266,0.07001662254333496,1,-380.20001220703125,14.70001220703125,-400.3013333333333,0.0
39,25,0.0,90,left,236.29188537597656,0.07009172439575195,1,-345.79998779296875,0.5999755859375,-400.3013333333333,0.0
40,25,0.0,90,left,294.4750785827637,0.0709080696105957,1,-343.9000244140625,4.5,-400.3013333333333,0.0
41,25,0.6,270,left,191.7862892150879,0.069549560546875,1,-355.5999755859375,-18.9000244140625,-400.3013333333333,0.0
42,25,0.6,270,left,223.01316261291504,0.07023191452026367,1,-381.5999755859375,-4.0,-400.3013333333333,0.0
43,25,0.2,90,left,296.9954013824463,0.0692293643951416,1,-348.29998779296875,40.29998779296875,-400.3013333333333,0.0
44,25,0.6,90,left,274.31797981262207,0.0693967342376709,1,-345.29998779296875,-19.4000244140625,-400.3013333333333,0.0
45,25,0.0,270,left,288.85579109191895,0.06970906257629395,1,-366.4000244140625,2.4000244140625,-400.3013333333333,0.0
46,25,0.2,270,left,296.63896560668945,0.06982016563415527,1,-333.0999755859375,-13.29998779296875,-400.3013333333333,0.0
47,25,0.1,270,left,284.1370105743408,0.07001423835754395,1,-359.0,16.9000244140625,-400.3013333333333,0.0
48,25,0.2,270,left,322.74532318115234,0.07028031349182129,1,-348.0,34.100006103515625,-400.3013333333333,0.0
49,25,0.35,270,left,224.34306144714355,0.06951117515563965,1,-363.0,4.79998779296875,-400.3013333333333,0.0
50,25,0.35,90,left,326.0040283203125,0.07037663459777832,1,-310.0999755859375,11.9000244140625,-400.3013333333333,0.0
51,25,0.6,270,left,295.7625389099121,0.07052087783813477,1,-362.5,-34.0999755859375,-400.3013333333333,0.0
52,25,0.6,270,left,282.367467880249,0.07000422477722168,1,-333.79998779296875,24.0999755859375,-400.3013333333333,0.0
