trial_index,speed,coherence,direction,side,saccade_rt,saccade_duration,correct,saccade_x,saccade_y,stim_x,stim_y
1,25,1.0,90,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
2,25,1.0,90,left,0.0,0.05192375183105469,1,-373.5999755859375,65.60000610351562,-400.3013333333333,0.0
3,25,0.16,270,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
4,25,0.16,270,left,268.9812183380127,0.059995412826538086,1,-380.9000244140625,68.10000610351562,-400.3013333333333,0.0
5,25,0.32,270,left,524.2924690246582,0.05200028419494629,1,-356.4000244140625,101.70001220703125,-400.3013333333333,0.0
6,25,1.0,270,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
7,25,0.64,270,left,344.93350982666016,0.059613704681396484,1,-386.70001220703125,-9.9000244140625,-400.3013333333333,0.0
8,25,1.0,270,left,374.1145133972168,0.06030559539794922,1,-386.0999755859375,11.20001220703125,-400.3013333333333,0.0
9,25,0.16,270,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
10,25,1.0,270,left,382.4796676635742,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
11,25,1.0,270,left,324.62501525878906,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
13,25,0.16,90,left,327.3286819458008,0.05984830856323242,1,-420.5,81.89999389648438,-400.3013333333333,0.0
14,25,0.32,270,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
15,25,0.64,90,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
16,25,0.32,270,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
