trial_index,trial_start_time,trial_start_tracker_time,speed,coherence,direction,saccade_rt,saccade_duration,correct,saccade_x,saccade_y,saccade_start_x,saccade_start_y,stim_x,stim_y,fix_onset,fix_onset_tracker,stim_onset,stim_onset_tracker,stim_offset,stim_offset_tracker,saccade_onset,saccade_onset_tracker,fix_x,fix_y
17,1758916152.507088,265975726.0,16,0.6,270,254.12559509277344,0.003972291946411133,1,-182.0,141.70001220703125,-76.29998779296875,-73.79998779296875,-200.15066666666664,160.12053333333333,1758916152.7572186,265976170.0,1758916153.5170531,265976736.0,1758916153.7807336,265976999.0,1758916153.7711787,265976990.0,0,0
18,1758916156.2981048,265979517.0,16,0.1,270,270.6472873687744,0.004487514495849609,1,-192.29998779296875,187.60000610351562,-131.0999755859375,-139.20001220703125,-200.15066666666664,160.12053333333333,1758916156.3040671,265979733.0,1758916156.8706465,265980089.0,1758916157.1529808,265980371.0,1758916157.1412938,265980360.0,0,0
19,1758916159.5616875,265982780.0,16,0.35,270,255.55157661437988,0.004750490188598633,1,-170.70001220703125,183.89999389648438,-140.5,-138.0,-200.15066666666664,160.12053333333333,1758916159.768451,265983202.0,1758916160.2550306,265983474.0,1758916160.5204606,265983739.0,1758916160.5105822,265983729.0,0,0
20,1758916162.9054945,265986124.0,16,0.2,270,222.30982780456543,0.003972053527832031,1,-196.20001220703125,207.10000610351562,-103.5999755859375,-122.70001220703125,-200.15066666666664,160.12053333333333,1758916162.995615,265986431.0,1758916163.7087336,265986927.0,1758916163.9403882,265987159.0,1758916163.9310434,265987149.0,0,0
21,1758916166.2871406,265989506.0,16,0.6,90,276.49593353271484,0.004468679428100586,1,-231.70001220703125,163.10000610351562,-191.5999755859375,-133.20001220703125,-200.15066666666664,160.12053333333333,1758916166.5416708,265989981.0,1758916167.3539371,265990572.0,1758916167.6405184,265990859.0,1758916167.630433,265990849.0,0,0
22,1758916170.0869656,265993305.0,16,0.6,270,294.2020893096924,0.005456686019897461,1,-193.4000244140625,167.70001220703125,-152.5,-114.20001220703125,-200.15066666666664,160.12053333333333,1758916170.0924742,265993522.0,1758916170.616301,265993835.0,1758916170.920597,265994139.0,1758916170.9105031,265994129.0,0,0
23,1758916173.210816,265996429.0,16,0.2,90,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,1758916173.4437394,265996884.0,1758916174.083946,265997302.0,-1.0,-1.0,-1.0,-1.0,0,0
24,1758916176.3670409,265999586.0,16,0.6,90,331.0739994049072,0.006036520004272461,1,-201.0,108.79998779296875,-147.79998779296875,-83.10000610351562,-200.15066666666664,160.12053333333333,1758916176.6250725,266000063.0,1758916177.188917,266000407.0,1758916177.5300648,266000749.0,1758916177.519991,266000739.0,0,0
25,1758916179.866126,266003085.0,16,0.1,270,245.40185928344727,0.004907846450805664,1,-190.29998779296875,167.29998779296875,-120.9000244140625,-117.0,-200.15066666666664,160.12053333333333,1758916180.1614091,266003594.0,1758916180.7445602,266003963.0,1758916180.9996169,266004218.0,1758916180.989962,266004208.0,0,0
26,1758916183.4499164,266006668.0,16,0.35,270,251.4629364013672,0.0051288604736328125,1,-198.79998779296875,167.20001220703125,-113.5999755859375,-102.70001220703125,-200.15066666666664,160.12053333333333,1758916183.78796,266007223.0,1758916184.3881838,266007607.0,1758916184.6495929,266007868.0,1758916184.6396468,266007858.0,0,0
27,1758916187.0849955,266010304.0,16,0.35,90,222.4719524383545,0.0044193267822265625,1,-180.0999755859375,147.20001220703125,-98.0,-98.79998779296875,-200.15066666666664,160.12053333333333,1758916187.3380241,266010758.0,1758916187.9275737,266011146.0,1758916188.159965,266011378.0,1758916188.1500456,266011369.0,0,0
28,1758916190.5092382,266013728.0,16,0.6,270,230.38244247436523,0.0053865909576416016,1,-194.79998779296875,153.20001220703125,-177.0999755859375,-107.89999389648438,-200.15066666666664,160.12053333333333,1758916190.5997791,266014019.0,1758916191.2789857,266014494.0,1758916191.5193894,266014738.0,1758916191.5093682,266014728.0,0,0
29,1758916194.087035,266017306.0,16,0.35,270,213.9892578125,0.005227088928222656,1,-186.20001220703125,169.60000610351562,-51.5999755859375,-96.60000610351562,-200.15066666666664,160.12053333333333,1758916194.98129,266018401.0,1758916195.5156143,266018734.0,1758916195.7392285,266018958.0,1758916195.7296035,266018948.0,0,0
30,1758916198.0437112,266021262.0,16,0.35,90,321.3465213775635,0.00539398193359375,1,-183.20001220703125,155.39999389648438,-72.5999755859375,-97.89999389648438,-200.15066666666664,160.12053333333333,1758916198.2941751,266021729.0,1758916199.147805,266022367.0,1758916199.4792545,266022698.0,1758916199.4691515,266022688.0,0,0
31,1758916201.9300313,266025149.0,16,0.2,270,261.02328300476074,0.0058629512786865234,1,-221.5,174.10000610351562,-186.29998779296875,-145.10000610351562,-200.15066666666664,160.12053333333333,1758916202.044889,266025484.0,1758916202.8685808,266026087.0,1758916203.1395404,266026358.0,1758916203.129604,266026348.0,0,0
32,1758916205.55635,266028775.0,16,0.35,270,245.06545066833496,0.004864692687988281,1,-201.9000244140625,186.89999389648438,-130.9000244140625,-123.79998779296875,-200.15066666666664,160.12053333333333,1758916206.0743752,266029494.0,1758916206.7344174,266029953.0,1758916206.9924662,266030211.0,1758916206.979483,266030198.0,0,0
33,1758916209.689616,266032908.0,16,0.2,90,236.44113540649414,0.003993034362792969,1,-178.20001220703125,155.5,-71.5,-90.0,-200.15066666666664,160.12053333333333,1758916209.8185308,266033248.0,1758916210.7824955,266034001.0,1758916211.0289073,266034248.0,1758916211.0189366,266034238.0,0,0
34,1758916213.4171777,266036636.0,16,0.2,90,267.8065299987793,0.004469871520996094,1,-196.0,184.79998779296875,-70.29998779296875,-93.89999389648438,-200.15066666666664,160.12053333333333,1758916213.803916,266037239.0,1758916214.6510248,266037870.0,1758916214.9288962,266038148.0,1758916214.9188313,266038138.0,0,0
35,1758916217.2900405,266040509.0,16,0.35,270,263.3802890777588,0.005112886428833008,1,-214.5999755859375,196.29998779296875,-215.5,-158.89999389648438,-200.15066666666664,160.12053333333333,1758916217.4502935,266040890.0,1758916218.1749816,266041394.0,1758916218.4482586,266041666.0,1758916218.438362,266041655.0,0,0
36,1758916220.8390775,266044057.0,16,0.1,90,266.17884635925293,0.003906965255737305,1,-203.0999755859375,144.89999389648438,-170.4000244140625,-93.5,-200.15066666666664,160.12053333333333,1758916221.1634593,266044583.0,1758916221.7227542,266044941.0,1758916221.9988928,266045217.0,1758916221.988933,266045208.0,0,0
37,1758916224.4577913,266047676.0,16,0.6,270,348.4032154083252,0.004601001739501953,1,-215.0999755859375,150.39999389648438,-108.9000244140625,-96.29998779296875,-200.15066666666664,160.12053333333333,1758916224.9259458,266048365.0,1758916225.749835,266048968.0,1758916226.1083012,266049327.0,1758916226.0982382,266049317.0,0,0
38,1758916228.4691765,266051688.0,16,0.6,270,279.9389362335205,0.005486249923706055,1,-174.9000244140625,180.79998779296875,-136.9000244140625,-146.79998779296875,-200.15066666666664,160.12053333333333,1758916228.6954868,266052119.0,1758916229.5880983,266052807.0,1758916229.877993,266053097.0,1758916229.8680372,266053087.0,0,0
