trial_index,trial_start_time,trial_start_tracker_time,speed,coherence,direction,saccade_rt,saccade_duration,correct,saccade_x,saccade_y,saccade_start_x,saccade_start_y,stim_x,stim_y,fix_onset,fix_onset_tracker,stim_onset,stim_onset_tracker,stim_offset,stim_offset_tracker,saccade_onset,saccade_onset_tracker,fix_x,fix_y
13,1758916925.4500377,266748669.0,16,0.35,270,390.5322551727295,0.0032117366790771484,1,-163.0,143.29998779296875,-105.79998779296875,-96.60000610351562,-200.15066666666664,160.12053333333333,1758916925.5891201,266749030.0,1758916926.08535,266749305.0,1758916926.4859045,266749705.0,1758916926.4758823,266749695.0,0.0,0.0
14,1758916928.9661715,266752186.0,16,0.35,270,253.81970405578613,0.005083322525024414,1,-199.5,127.0,-124.5999755859375,-80.70001220703125,-200.15066666666664,160.12053333333333,1758916929.5127342,266752951.0,1758916930.0915928,266753311.0,1758916930.3555799,266753575.0,1758916930.3454125,266753565.0,0.0,0.0
15,1758916932.9051037,266756125.0,16,0.35,90,209.78569984436035,0.00443577766418457,1,-180.0999755859375,155.89999389648438,-110.0,-108.0,-200.15066666666664,160.12053333333333,1758916933.1714613,266756605.0,1758916933.9553752,266757175.0,1758916934.175081,266757395.0,1758916934.165161,266757385.0,0.0,0.0
16,1758916936.5371704,266759757.0,16,0.35,270,228.1167507171631,0.0050547122955322266,1,-180.5,161.70001220703125,-147.9000244140625,-126.39999389648438,-200.15066666666664,160.12053333333333,1758916936.831136,266760261.0,1758916937.5373979,266760757.0,1758916937.775073,266760995.0,1758916937.7655146,266760985.0,0.0,0.0
17,1758916940.3451924,266763565.0,16,0.35,270,215.02041816711426,0.005643129348754883,1,-193.0999755859375,167.89999389648438,-167.5,-122.89999389648438,-200.15066666666664,160.12053333333333,1758916940.546669,266763982.0,1758916941.4701128,266764690.0,1758916941.695326,266764915.0,1758916941.6851332,266764905.0,0.0,0.0
18,1758916944.0712774,266767291.0,16,0.6,270,255.9518814086914,0.004393100738525391,1,-210.5,146.89999389648438,-162.0999755859375,-98.79998779296875,-200.15066666666664,160.12053333333333,1758916944.4291346,266767850.0,1758916944.9290905,266768149.0,1758916945.194864,266768415.0,1758916945.1850424,266768405.0,0.0,0.0
19,1758916948.185064,266771405.0,16,0.6,90,243.75343322753906,0.005353689193725586,1,-168.0,174.70001220703125,-161.70001220703125,-153.70001220703125,-200.15066666666664,160.12053333333333,1758916948.3911476,266771822.0,1758916949.1413994,266772361.0,1758916949.3951204,266772615.0,1758916949.3851528,266772605.0,0.0,0.0
20,1758916952.1375573,266775357.0,16,0.35,90,256.14213943481445,0.005084514617919922,1,-163.29998779296875,171.10000610351562,-102.9000244140625,-88.70001220703125,-200.15066666666664,160.12053333333333,1758916952.4184425,266775847.0,1758916953.0284598,266776248.0,1758916953.2946002,266776514.0,1758916953.284602,266776504.0,0.0,0.0
21,1758916955.810289,266779030.0,16,0.6,270,208.68730545043945,0.003952503204345703,1,-199.5999755859375,124.29998779296875,-68.79998779296875,-54.70001220703125,-200.15066666666664,160.12053333333333,1758916956.0255184,266779462.0,1758916956.6560252,266779876.0,1758916956.8746848,266780094.0,1758916956.8647125,266780085.0,0.0,0.0
22,1758916959.5337389,266782753.0,16,0.0,90,214.34783935546875,0.005647897720336914,1,-198.5,177.0,-156.5999755859375,-118.60000610351562,-200.15066666666664,160.12053333333333,1758916959.9408681,266783381.0,1758916960.7402925,266783960.0,1758916960.9642725,266784184.0,1758916960.9546404,266784174.0,0.0,0.0
23,1758916963.5408235,266786761.0,16,0.0,90,247.88975715637207,0.004948139190673828,1,-170.70001220703125,166.39999389648438,-136.0999755859375,-117.89999389648438,-200.15066666666664,160.12053333333333,1758916963.542832,266786974.0,1758916964.2365725,266787456.0,1758916964.4941728,266787714.0,1758916964.4844623,266787704.0,0.0,0.0
24,1758916967.1136405,266790333.0,16,0.0,90,253.5412311553955,0.0049250125885009766,1,-181.0999755859375,189.10000610351562,-139.4000244140625,-120.5,-200.15066666666664,160.12053333333333,1758916967.3310163,266790765.0,1758916968.1511166,266791371.0,1758916968.4141114,266791634.0,1758916968.4046578,266791624.0,0.0,0.0
25,1758916971.0648534,266794284.0,16,0.2,270,279.97708320617676,0.0051844120025634766,1,-234.4000244140625,172.89999389648438,-159.0,-122.39999389648438,-200.15066666666664,160.12053333333333,1758916971.4825673,266794916.0,1758916972.0040996,266795223.0,1758916972.2938817,266795514.0,1758916972.2840767,266795504.0,0.0,0.0
26,1758916974.86684,266798086.0,16,0.0,90,229.28738594055176,0.005506277084350586,1,-215.29998779296875,195.39999389648438,-196.70001220703125,-152.79998779296875,-200.15066666666664,160.12053333333333,1758916975.0068638,266798439.0,1758916975.6449735,266798865.0,1758916975.8838665,266799104.0,1758916975.874261,266799094.0,0.0,0.0
27,1758916978.5207517,266801739.0,16,0.2,90,262.93087005615234,0.005044698715209961,1,-161.79998779296875,150.20001220703125,-46.0999755859375,-67.70001220703125,-200.15066666666664,160.12053333333333,1758916978.716451,266802151.0,1758916979.5910215,266802811.0,1758916979.8638875,266803084.0,1758916979.8539524,266803074.0,0.0,0.0
28,1758916982.2178788,266805437.0,16,0.2,90,235.7032299041748,0.005521297454833984,1,-156.4000244140625,130.10000610351562,-113.5999755859375,-89.39999389648438,-200.15066666666664,160.12053333333333,1758916982.2196944,266805655.0,1758916982.8086014,266806028.0,1758916983.0543265,266806274.0,1758916983.0443046,266806263.0,0.0,0.0
29,1758916985.5170422,266808737.0,16,0.2,90,278.9144515991211,0.0050280094146728516,1,-186.5999755859375,171.5,-133.9000244140625,-125.5,-200.15066666666664,160.12053333333333,1758916985.6410983,266809063.0,1758916986.1548247,266809374.0,1758916986.443468,266809663.0,1758916986.4337392,266809654.0,0.0,0.0
30,1758916988.900763,266812120.0,16,0.2,90,172.43480682373047,0.00484013557434082,1,-178.5999755859375,206.20001220703125,-120.9000244140625,-133.89999389648438,-200.15066666666664,160.12053333333333,1758916988.9022539,266812324.0,1758916989.8113697,266813031.0,1758916989.9937637,266813213.0,1758916989.9838045,266813203.0,0.0,0.0
31,1758916992.3584342,266815578.0,16,0.6,90,269.744873046875,0.0044138431549072266,1,-170.70001220703125,130.60000610351562,-96.0,-55.600006103515625,-200.15066666666664,160.12053333333333,1758916992.5525582,266815988.0,1758916993.083457,266816303.0,1758916993.363195,266816583.0,1758916993.3532019,266816573.0,0.0,0.0
32,1758916995.8288193,266819049.0,16,0.0,90,237.03384399414062,0.00507807731628418,1,-202.79998779296875,179.60000610351562,-169.79998779296875,-145.0,-200.15066666666664,160.12053333333333,1758916996.0913568,266819521.0,1758916996.7762008,266819996.0,1758916997.0232873,266820243.0,1758916997.0132346,266820233.0,0.0,0.0
33,1758916999.3049755,266822524.0,16,0.0,90,218.61028671264648,0.005401611328125,1,-206.29998779296875,199.29998779296875,-188.4000244140625,-170.20001220703125,-200.15066666666664,160.12053333333333,1758916999.5787456,266823008.0,1758917000.2844226,266823504.0,1758917000.5130804,266823733.0,1758917000.503033,266823723.0,0.0,0.0
34,1758917002.9698284,266826189.0,16,0.1,90,222.4738597869873,0.0050618648529052734,1,-175.4000244140625,187.60000610351562,-125.79998779296875,-138.20001220703125,-200.15066666666664,160.12053333333333,1758917003.2361815,266826669.0,1758917004.0010676,266827221.0,1758917004.2330744,266827453.0,1758917004.2235415,266827443.0,0.0,0.0
35,1758917006.5367715,266829756.0,16,0.6,270,241.5027618408203,0.005058765411376953,1,-217.29998779296875,148.39999389648438,-161.9000244140625,-104.89999389648438,-200.15066666666664,160.12053333333333,1758917006.7199817,266830155.0,1758917007.361293,266830581.0,1758917007.6128685,266830833.0,1758917007.6027958,266830823.0,0.0,0.0
36,1758917010.0165386,266833236.0,16,0.6,90,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,1758917010.744768,266834166.0,1758917011.4509304,266834670.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
37,1758917013.7843273,266837001.0,16,0.1,90,206.26497268676758,0.003924369812011719,1,-218.9000244140625,131.70001220703125,-196.5999755859375,-99.79998779296875,-200.15066666666664,160.12053333333333,1758917014.0218847,266837454.0,1758917014.946596,266838166.0,1758917015.1631336,266838383.0,1758917015.1528609,266838373.0,0.0,0.0
38,1758917017.531898,266840751.0,16,0.1,270,223.33121299743652,0.0033304691314697266,1,-204.29998779296875,179.39999389648438,-124.29998779296875,-98.79998779296875,-200.15066666666664,160.12053333333333,1758917017.729123,266841167.0,1758917018.3901427,266841610.0,1758917018.6230087,266841842.0,1758917018.613474,266841833.0,0.0,0.0
39,1758917021.0502696,266844270.0,16,0.6,270,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,1758917021.9974337,266845433.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
40,1758917024.3586724,266847578.0,16,0.6,90,215.49272537231445,0.005124807357788086,1,-146.70001220703125,169.60000610351562,-76.9000244140625,-102.10000610351562,-200.15066666666664,160.12053333333333,1758917024.8623145,266848298.0,1758917025.6367013,266848856.0,1758917025.8624976,266849082.0,1758917025.852194,266849072.0,0.0,0.0
41,1758917028.3970864,266851617.0,16,0.35,270,270.1437473297119,0.005553722381591797,1,-214.29998779296875,138.60000610351562,-120.70001220703125,-82.5,-200.15066666666664,160.12053333333333,1758917028.9060352,266852343.0,1758917029.6318996,266852852.0,1758917029.9120317,266853132.0,1758917029.9020433,266853122.0,0.0,0.0
42,1758917032.477307,266855696.0,16,0.35,90,248.75855445861816,0.013978958129882812,1,-175.5999755859375,198.79998779296875,-57.5999755859375,-68.79998779296875,-200.15066666666664,160.12053333333333,1758917032.6069202,266856043.0,1758917033.5636346,266856783.0,1758917033.8329613,266857052.0,1758917033.8123932,266857032.0,0.0,0.0
43,1758917036.3167279,266859537.0,16,0.1,270,193.71390342712402,0.0019524097442626953,1,-168.29998779296875,132.0,-60.20001220703125,-64.20001220703125,-200.15066666666664,160.12053333333333,1758917036.471169,266859909.0,1758917037.3991988,266860619.0,1758917037.6018395,266860821.0,1758917037.5929127,266860812.0,0.0,0.0
44,1758917040.0092506,266863229.0,16,0.6,90,299.4256019592285,0.004482269287109375,1,-166.79998779296875,162.79998779296875,-60.0,-72.5,-200.15066666666664,160.12053333333333,1758917040.2464585,266863679.0,1758917040.7327936,266863952.0,1758917041.04229,266864262.0,1758917041.0322192,266864252.0,0.0,0.0
45,1758917043.336749,266866556.0,16,0.0,270,238.6324405670166,0.005454540252685547,1,-191.0,163.29998779296875,-67.5,-52.70001220703125,-200.15066666666664,160.12053333333333,1758917043.3387048,266866771.0,1758917043.8629878,266867083.0,1758917044.1115656,266867331.0,1758917044.1016202,266867322.0,0.0,0.0
46,1758917046.8194957,266870039.0,16,0.35,270,296.11992835998535,0.0038335323333740234,1,-183.4000244140625,166.0,-90.79998779296875,-88.29998779296875,-200.15066666666664,160.12053333333333,1758917047.0322633,266870462.0,1758917047.7566319,266870976.0,1758917048.0637078,266871284.0,1758917048.0527518,266871272.0,0.0,0.0
47,1758917050.6178396,266873837.0,16,0.6,90,295.9146499633789,0.005707740783691406,1,-154.79998779296875,169.60000610351562,-95.79998779296875,-93.39999389648438,-200.15066666666664,160.12053333333333,1758917050.9384918,266874367.0,1758917051.415465,266874635.0,1758917051.7215374,266874941.0,1758917051.7113798,266874931.0,0.0,0.0
48,1758917054.2973573,266877517.0,16,0.35,270,258.1779956817627,0.005456686019897461,1,-221.5,155.60000610351562,-126.4000244140625,-82.0,-200.15066666666664,160.12053333333333,1758917054.4680645,266877893.0,1758917055.0129385,266878233.0,1758917055.281146,266878501.0,1758917055.2711165,266878491.0,0.0,0.0
49,1758917057.9137082,266881133.0,16,0.2,90,251.53589248657227,0.004374504089355469,1,-208.5999755859375,181.20001220703125,-188.5,-111.60000610351562,-200.15066666666664,160.12053333333333,1758917058.0847545,266881515.0,1758917058.7400727,266881960.0,1758917059.0010924,266882221.0,1758917058.9916086,266882211.0,0.0,0.0
50,1758917061.5137048,266884733.0,16,0.6,90,256.4072608947754,0.004960536956787109,1,-174.5999755859375,174.10000610351562,-131.5,-92.70001220703125,-200.15066666666664,160.12053333333333,1758917061.5366132,266884969.0,1758917062.0150313,266885235.0,1758917062.2814364,266885501.0,1758917062.2714386,266885491.0,0.0,0.0
51,1758917064.8927057,266888112.0,16,0.0,270,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,1758917065.106557,266888536.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
52,1758917067.5453072,266890765.0,16,0.1,90,210.5114459991455,0.005086660385131836,1,-165.79998779296875,155.39999389648438,-40.20001220703125,-72.39999389648438,-200.15066666666664,160.12053333333333,1758917067.864578,266891294.0,1758917068.7604942,266891980.0,1758917068.9810102,266892201.0,1758917068.9710057,266892191.0,0.0,0.0
53,1758917071.59563,266894815.0,16,0.35,90,244.86517906188965,0.005201816558837891,1,-155.5,209.60000610351562,-115.70001220703125,-164.5,-200.15066666666664,160.12053333333333,1758917071.8099039,266895240.0,1758917072.505823,266895725.0,1758917072.7610803,266895981.0,1758917072.750688,266895970.0,0.0,0.0
54,1758917075.2566419,266898476.0,16,0.35,90,292.1609878540039,0.00491786003112793,1,-167.0999755859375,161.60000610351562,-104.5999755859375,-97.0,-200.15066666666664,160.12053333333333,1758917075.4280832,266898859.0,1758917076.1285012,266899348.0,1758917076.4306295,266899651.0,1758917076.4206622,266899641.0,0.0,0.0
55,1758917079.0329313,266902252.0,16,0.1,90,290.0841236114502,0.00568699836730957,1,-186.9000244140625,160.0,-129.70001220703125,-100.10000610351562,-200.15066666666664,160.12053333333333,1758917079.2264132,266902655.0,1758917079.730537,266902950.0,1758917080.0304039,266903249.0,1758917080.020621,266903239.0,0.0,0.0
56,1758917082.633629,266905853.0,16,0.2,90,232.93519020080566,0.004463911056518555,1,-185.4000244140625,168.60000610351562,-61.70001220703125,-63.29998779296875,-200.15066666666664,160.12053333333333,1758917082.8695705,266906300.0,1758917083.6973526,266906917.0,1758917083.940208,266907158.0,1758917083.9302878,266907150.0,0.0,0.0
57,1758917086.4884763,266909704.0,16,0.6,90,225.3580093383789,0.003968000411987305,1,-138.5,188.20001220703125,-48.0999755859375,-73.60000610351562,-200.15066666666664,160.12053333333333,1758917086.6608424,266910092.0,1758917087.6049628,266910825.0,1758917087.840241,266911060.0,1758917087.8303208,266911050.0,0.0,0.0
58,1758917090.4723876,266913692.0,16,0.6,90,221.57573699951172,0.005527019500732422,1,-171.70001220703125,192.10000610351562,-183.5,-146.70001220703125,-200.15066666666664,160.12053333333333,1758917090.6707218,266914101.0,1758917091.1988313,266914417.0,1758917091.430439,266914648.0,1758917091.420407,266914637.0,0.0,0.0
59,1758917093.934471,266917154.0,16,0.6,270,226.67193412780762,0.0059261322021484375,1,-152.5,138.10000610351562,-53.29998779296875,-67.0,-200.15066666666664,160.12053333333333,1758917094.0635862,266917494.0,1758917094.67353,266917891.0,1758917094.9101222,266918130.0,1758917094.900202,266918119.0,0.0,0.0
60,1758917097.5453029,266920760.0,16,0.0,270,177.21033096313477,0.005488395690917969,1,-188.79998779296875,189.20001220703125,-80.70001220703125,-78.20001220703125,-200.15066666666664,160.12053333333333,1758917097.8860848,266921315.0,1758917098.692739,266921910.0,1758917098.8800364,266922100.0,1758917098.8699493,266922090.0,0.0,0.0
61,1758917101.3565123,266924576.0,16,0.2,90,202.41284370422363,0.00542759895324707,1,-177.70001220703125,186.39999389648438,-151.70001220703125,-154.70001220703125,-200.15066666666664,160.12053333333333,1758917101.9676547,266925399.0,1758917102.8876019,266926107.0,1758917103.0999346,266926320.0,1758917103.0900147,266926310.0,0.0,0.0
62,1758917105.667758,266928887.0,16,0.35,90,88.66715431213379,-1.0,0,-1.0,-1.0,-7.29998779296875,500.0999755859375,-200.15066666666664,160.12053333333333,1758917106.0496356,266929478.0,1758917106.9913974,266930211.0,-1.0,-1.0,1758917107.0800645,266930300.0,0.0,0.0
63,1758917109.1709683,266932389.0,16,0.6,270,227.30302810668945,0.004391908645629883,1,-201.5999755859375,151.29998779296875,-72.20001220703125,-82.60000610351562,-200.15066666666664,160.12053333333333,1758917109.4268694,266932856.0,1758917109.9425356,266933162.0,1758917110.1793115,266933399.0,1758917110.1698387,266933389.0,0.0,0.0
64,1758917112.7319953,266935948.0,16,0.2,270,221.26436233520508,0.005005836486816406,1,-163.5999755859375,163.0,-73.29998779296875,-93.89999389648438,-200.15066666666664,160.12053333333333,1758917112.98904,266936418.0,1758917113.948291,266937168.0,1758917114.1791844,266937399.0,1758917114.1695554,266937389.0,0.0,0.0
65,1758917116.7764735,266939996.0,16,0.6,90,279.15239334106445,0.0045299530029296875,1,-193.20001220703125,174.0,-96.9000244140625,-88.10000610351562,-200.15066666666664,160.12053333333333,1758917117.1685302,266940599.0,1758917117.6604486,266940880.0,1758917117.9491327,266941169.0,1758917117.939601,266941159.0,0.0,0.0
66,1758917120.498364,266943718.0,16,0.1,270,242.97642707824707,0.004581928253173828,1,-193.9000244140625,161.39999389648438,-75.9000244140625,-38.899993896484375,-200.15066666666664,160.12053333333333,1758917120.6926007,266944127.0,1758917121.366534,266944586.0,1758917121.619641,266944839.0,1758917121.6095104,266944829.0,0.0,0.0
67,1758917124.2486906,266947468.0,16,0.2,270,271.91758155822754,0.005520343780517578,1,-121.5,130.29998779296875,-17.20001220703125,-85.0,-200.15066666666664,160.12053333333333,1758917124.2515273,266947692.0,1758917124.8169706,266948037.0,1758917125.0988986,266948319.0,1758917125.0888882,266948309.0,0.0,0.0
68,1758917127.6894553,266950909.0,16,0.1,90,211.04788780212402,0.005232572555541992,1,-193.20001220703125,154.79998779296875,-75.20001220703125,-63.5,-200.15066666666664,160.12053333333333,1758917127.955909,266951389.0,1758917128.7883189,266952008.0,1758917129.0089738,266952229.0,1758917128.9993668,266952219.0,0.0,0.0
69,1758917131.6583538,266954878.0,16,0.2,90,302.10351943969727,0.00448298454284668,1,-202.70001220703125,206.29998779296875,-162.20001220703125,-170.39999389648438,-200.15066666666664,160.12053333333333,1758917131.9410636,266955371.0,1758917132.4470215,266955667.0,1758917132.7593305,266955979.0,1758917132.749125,266955969.0,0.0,0.0
70,1758917135.36883,266958588.0,16,0.6,270,230.3004264831543,0.00447845458984375,1,-229.5999755859375,203.60000610351562,-177.79998779296875,-135.29998779296875,-200.15066666666664,160.12053333333333,1758917135.7636626,266959198.0,1758917136.488838,266959709.0,1758917136.7290113,266959949.0,1758917136.7191384,266959939.0,0.0,0.0
71,1758917139.2853258,266962505.0,16,0.2,90,249.6957778930664,0.005590677261352539,1,-173.79998779296875,194.10000610351562,-66.20001220703125,-112.5,-200.15066666666664,160.12053333333333,1758917139.5375755,266962973.0,1758917140.328957,266963549.0,1758917140.5889597,266963809.0,1758917140.5786529,266963799.0,0.0,0.0
72,1758917143.250639,266966470.0,16,0.6,270,293.8210964202881,0.005869388580322266,1,-196.29998779296875,201.20001220703125,-163.79998779296875,-143.5,-200.15066666666664,160.12053333333333,1758917143.3945837,266966827.0,1758917143.974965,266967195.0,1758917144.2787712,266967498.0,1758917144.2687862,266967488.0,0.0,0.0
73,1758917146.8577344,266970078.0,16,0.0,270,255.8596134185791,0.005737781524658203,1,-199.70001220703125,171.5,-114.79998779296875,-85.70001220703125,-200.15066666666664,160.12053333333333,1758917147.201382,266970637.0,1758917147.7724292,266970992.0,1758917148.03859,266971258.0,1758917148.0282888,266971248.0,0.0,0.0
74,1758917150.701017,266973921.0,16,0.1,90,225.0070571899414,0.0051975250244140625,1,-212.5,164.79998779296875,-181.5,-132.39999389648438,-200.15066666666664,160.12053333333333,1758917150.833254,266974265.0,1758917151.7135744,266974933.0,1758917151.9484835,266975168.0,1758917151.9385815,266975158.0,0.0,0.0
75,1758917154.5208702,266977741.0,16,0.0,90,212.00275421142578,0.003915071487426758,1,-176.4000244140625,163.60000610351562,-58.20001220703125,-82.79998779296875,-200.15066666666664,160.12053333333333,1758917155.02454,266978463.0,1758917155.9267402,266979146.0,1758917156.148014,266979368.0,1758917156.138743,266979358.0,0.0,0.0
76,1758917158.8229144,266982043.0,16,0.35,270,238.2814884185791,0.004435300827026367,1,-182.79998779296875,159.79998779296875,-101.4000244140625,-87.89999389648438,-200.15066666666664,160.12053333333333,1758917158.9457145,266982385.0,1758917159.759992,266982980.0,1758917160.0081646,266983228.0,1758917159.9982734,266983218.0,0.0,0.0
77,1758917162.6125066,266985832.0,16,0.6,270,296.0503101348877,0.0050089359283447266,1,-229.0,166.10000610351562,-138.0999755859375,-98.39999389648438,-200.15066666666664,160.12053333333333,1758917162.8740454,266986295.0,1758917163.382218,266986602.0,1758917163.68784,266986908.0,1758917163.6782682,266986898.0,0.0,0.0
78,1758917166.2500744,266989470.0,16,0.35,90,236.75084114074707,0.005707502365112305,1,-210.20001220703125,165.29998779296875,-137.9000244140625,-96.79998779296875,-200.15066666666664,160.12053333333333,1758917166.6671016,266990099.0,1758917167.5009413,266990721.0,1758917167.7480261,266990968.0,1758917167.737692,266990958.0,0.0,0.0
79,1758917170.4231222,266993643.0,16,0.0,90,255.57708740234375,0.004937410354614258,1,-191.70001220703125,186.79998779296875,-170.9000244140625,-126.5,-200.15066666666664,160.12053333333333,1758917170.6417253,266994082.0,1758917171.3420875,266994562.0,1758917171.607691,266994828.0,1758917171.5976646,266994818.0,0.0,0.0
80,1758917174.1849205,266997405.0,16,0.35,270,242.84124374389648,0.002977132797241211,1,-216.70001220703125,146.89999389648438,-80.79998779296875,-70.0,-200.15066666666664,160.12053333333333,1758917174.1904225,266997618.0,1758917175.0259023,266998246.0,1758917175.2788162,266998499.0,1758917175.2687435,266998488.0,0.0,0.0
81,1758917177.9138649,267001134.0,16,0.0,270,319.7002410888672,0.0034983158111572266,1,-199.0,157.89999389648438,-107.70001220703125,-82.29998779296875,-200.15066666666664,160.12053333333333,1758917178.2023757,267001637.0,1758917178.7879636,267002008.0,1758917179.1175761,267002337.0,1758917179.1076639,267002328.0,0.0,0.0
82,1758917181.753736,267004973.0,16,0.0,270,167.33574867248535,-1.0,0,-1.0,-1.0,29.20001220703125,160.29998779296875,-200.15066666666664,160.12053333333333,1758917181.759198,267005187.0,1758917182.4698153,267005690.0,-1.0,-1.0,1758917182.637151,267005857.0,0.0,0.0
83,1758917184.7140434,267007934.0,16,0.2,270,229.111909866333,0.0058629512786865234,1,-169.70001220703125,165.39999389648438,-97.70001220703125,-100.39999389648438,-200.15066666666664,160.12053333333333,1758917184.907706,267008342.0,1758917185.81829,267009038.0,1758917186.0575397,267009277.0,1758917186.047402,267009267.0,0.0,0.0
84,1758917188.751978,267011972.0,16,0.1,270,237.24699020385742,0.005951881408691406,1,-218.9000244140625,191.60000610351562,-182.0,-152.5,-200.15066666666664,160.12053333333333,1758917189.1020908,267012533.0,1758917189.769744,267012990.0,1758917190.016938,267013237.0,1758917190.006991,267013227.0,0.0,0.0
85,1758917192.6012037,267015821.0,16,0.1,270,223.45948219299316,0.003821849822998047,1,-158.9000244140625,200.89999389648438,-104.5999755859375,-138.29998779296875,-200.15066666666664,160.12053333333333,1758917192.7018034,267016123.0,1758917193.5542254,267016774.0,1758917193.7905548,267017010.0,1758917193.777685,267016998.0,0.0,0.0
86,1758917196.4547753,267019675.0,16,0.6,270,290.7404899597168,0.00461578369140625,1,-203.29998779296875,161.29998779296875,-131.0,-126.20001220703125,-200.15066666666664,160.12053333333333,1758917196.6559312,267020094.0,1758917197.2061827,267020426.0,1758917197.5071232,267020727.0,1758917197.4969232,267020717.0,0.0,0.0
87,1758917200.1047382,267023325.0,16,0.0,90,242.1703338623047,0.005890846252441406,1,-182.20001220703125,174.60000610351562,-134.5,-131.89999389648438,-200.15066666666664,160.12053333333333,1758917200.4962468,267023931.0,1758917201.074549,267024294.0,1758917201.326525,267024547.0,1758917201.3167193,267024536.0,0.0,0.0
