trial_index,trial_start_time,trial_start_tracker_time,speed,coherence,direction,saccade_rt,saccade_duration,correct,saccade_x,saccade_y,saccade_start_x,saccade_start_y,stim_x,stim_y,fix_onset,fix_onset_tracker,stim_onset,stim_onset_tracker,stim_offset,stim_offset_tracker,saccade_onset,saccade_onset_tracker,fix_x,fix_y
2,1758915678.507858,265501725.0,16,0.6,270,268.15342903137207,0.005506038665771484,1,-222.29998779296875,142.29998779296875,-161.5999755859375,-82.5,-200.15066666666664,160.12053333333333,1758915678.8363502,265502272.0,1758915679.5281272,265502746.0,1758915679.805947,265503022.0,1758915679.7962806,265503011.0,0,0
3,1758915681.9433148,265505161.0,16,0.6,270,222.37801551818848,0.00510716438293457,1,-206.29998779296875,159.10000610351562,-190.20001220703125,-143.20001220703125,-200.15066666666664,160.12053333333333,1758915682.137089,265505576.0,1758915683.0539622,265506272.0,1758915683.286248,265506504.0,1758915683.2763402,265506494.0,0,0
4,1758915685.1589296,265508377.0,16,0.0,90,273.6372947692871,0.004565715789794922,1,-181.4000244140625,145.10000610351562,-134.0999755859375,-84.89999389648438,-200.15066666666664,160.12053333333333,1758915685.1643863,265508589.0,1758915685.8826153,265509100.0,1758915686.165866,265509384.0,1758915686.1562526,265509374.0,0,0
5,1758915688.1215422,265511339.0,16,0.0,270,280.2996635437012,0.004971742630004883,1,-188.0,125.70001220703125,-78.5,-26.5999755859375,-200.15066666666664,160.12053333333333,1758915688.2461648,265511671.0,1758915688.8753471,265512093.0,1758915689.1656902,265512384.0,1758915689.1556468,265512374.0,0,0
6,1758915691.2751296,265514492.0,16,0.35,90,237.81132698059082,0.005376100540161133,1,-207.5,180.60000610351562,-128.5999755859375,-110.60000610351562,-200.15066666666664,160.12053333333333,1758915691.516976,265514949.0,1758915692.387737,265515606.0,1758915692.6354852,265515854.0,1758915692.6255484,265515844.0,0,0
7,1758915695.0195458,265518238.0,16,0.2,90,235.03398895263672,0.005440473556518555,1,-206.0999755859375,140.39999389648438,-99.4000244140625,-49.399993896484375,-200.15066666666664,160.12053333333333,1758915695.386139,265518816.0,1758915696.1503682,265519368.0,1758915696.3954387,265519614.0,1758915696.3854022,265519604.0,0,0
8,1758915698.8579862,265522074.0,16,0.2,270,290.6615734100342,0.0053789615631103516,1,-197.70001220703125,134.0,-171.29998779296875,-99.89999389648438,-200.15066666666664,160.12053333333333,1758915699.01039,265522443.0,1758915699.5645645,265522783.0,1758915699.8656647,265523084.0,1758915699.855226,265523074.0,0,0
9,1758915702.1751258,265525393.0,16,0.6,270,306.42104148864746,0.004399776458740234,1,-230.4000244140625,135.60000610351562,-177.20001220703125,-79.60000610351562,-200.15066666666664,160.12053333333333,1758915702.306359,265525742.0,1758915702.9191434,265526137.0,1758915703.2355573,265526453.0,1758915703.2255645,265526444.0,0,0
10,1758915705.654763,265528873.0,16,0.2,90,406.97693824768066,0.0013897418975830078,1,-219.70001220703125,168.39999389648438,-219.9000244140625,-167.0,-200.15066666666664,160.12053333333333,1758915705.680639,265529116.0,1758915706.4025857,265529621.0,1758915706.8150797,265530033.0,1758915706.8095627,265530027.0,0,0
11,1758915709.4021344,265532620.0,16,0.0,90,250.08225440979004,0.005074024200439453,1,-172.4000244140625,165.10000610351562,-153.0999755859375,-145.79998779296875,-200.15066666666664,160.12053333333333,1758915709.557898,265532991.0,1758915710.4254167,265533642.0,1758915710.685149,265533903.0,1758915710.675499,265533893.0,0,0
12,1758915713.0462728,265536264.0,16,0.1,270,261.9757652282715,0.004593849182128906,1,-195.79998779296875,181.70001220703125,-180.0,-137.5,-200.15066666666664,160.12053333333333,1758915713.3558333,265536790.0,1758915714.0832186,265537301.0,1758915714.3547533,265537573.0,1758915714.3451943,265537563.0,0,0
13,1758915716.7312517,265539949.0,16,0.0,270,241.12749099731445,0.004381418228149414,1,-159.0,184.0,-91.29998779296875,-109.5,-200.15066666666664,160.12053333333333,1758915716.911082,265540346.0,1758915717.6240282,265540842.0,1758915717.8746161,265541093.0,1758915717.8651557,265541083.0,0,0
14,1758915720.21925,265543437.0,16,0.0,90,320.1947212219238,0.005442619323730469,1,-180.0,120.89999389648438,-72.0999755859375,-66.5,-200.15066666666664,160.12053333333333,1758915720.4227588,265543859.0,1758915720.9343507,265544152.0,1758915721.264651,265544483.0,1758915721.2545455,265544473.0,0,0
15,1758915723.7558677,265546974.0,16,0.2,270,263.5219097137451,0.005391120910644531,1,-157.5,139.79998779296875,-71.4000244140625,-67.70001220703125,-200.15066666666664,160.12053333333333,1758915724.0271952,265547461.0,1758915724.6309884,265547849.0,1758915724.904521,265548123.0,1758915724.8945103,265548113.0,0,0
16,1758915727.3229797,265550541.0,16,0.6,270,232.13601112365723,0.004464864730834961,1,-227.0,157.20001220703125,-55.70001220703125,-61.0,-200.15066666666664,160.12053333333333,1758915727.4922922,265550926.0,1758915728.273225,265551491.0,1758915728.5169346,265551735.0,1758915728.505361,265551723.0,0,0
17,1758915731.1481876,265554365.0,16,0.1,90,264.3299102783203,0.005502462387084961,1,-183.0,164.20001220703125,-124.29998779296875,-100.39999389648438,-200.15066666666664,160.12053333333333,1758915731.2382946,265554669.0,1758915731.739886,265554958.0,1758915732.014385,265555233.0,1758915732.004216,265555222.0,0,0
