trial_index,speed,coherence,direction,side,saccade_rt,saccade_duration,correct,saccade_x,saccade_y,stim_x,stim_y
1,15,0.33,90,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
2,25,0.33,270,left,220.28350830078125,0.06949615478515625,1,-369.9000244140625,-16.5,-400.3013333333333,0.0
3,15,0.33,270,left,915.9340858459473,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
4,25,0.33,90,left,383.4667205810547,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
5,25,0.33,270,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
6,15,1.0,90,left,309.3905448913574,0.07032918930053711,1,-337.4000244140625,76.70001220703125,-400.3013333333333,0.0
7,25,1.0,90,left,292.15359687805176,0.06912636756896973,1,-342.5,52.29998779296875,-400.3013333333333,0.0
8,25,0.33,90,left,215.17491340637207,0.07018756866455078,1,-359.5,20.29998779296875,-400.3013333333333,0.0
9,15,1.0,270,left,176.36537551879883,0.0698850154876709,1,-345.5,-90.9000244140625,-400.3013333333333,0.0
10,25,0.33,270,left,237.3046875,0.07018709182739258,1,-302.0,-78.79998779296875,-400.3013333333333,0.0
11,15,1.0,90,left,205.60503005981445,0.07100391387939453,1,-334.0999755859375,44.29998779296875,-400.3013333333333,0.0
12,25,1.0,90,left,180.21225929260254,0.07023954391479492,1,-365.5,37.70001220703125,-400.3013333333333,0.0
13,15,0.33,90,left,178.4350872039795,0.08049392700195312,1,-353.29998779296875,-33.79998779296875,-400.3013333333333,0.0
14,15,1.0,90,left,215.9430980682373,0.06984472274780273,1,-342.29998779296875,30.20001220703125,-400.3013333333333,0.0
15,25,1.0,90,left,197.50213623046875,0.06910228729248047,1,-333.5,37.600006103515625,-400.3013333333333,0.0
16,25,1.0,270,left,221.31085395812988,0.07964468002319336,1,-339.4000244140625,-89.9000244140625,-400.3013333333333,0.0
17,25,0.33,270,left,205.66534996032715,0.06963253021240234,1,-328.79998779296875,-23.20001220703125,-400.3013333333333,0.0
18,25,1.0,270,left,189.29481506347656,0.07052135467529297,1,-317.0999755859375,-94.29998779296875,-400.3013333333333,0.0
19,15,0.33,90,left,207.01265335083008,0.06973791122436523,1,-339.0999755859375,44.79998779296875,-400.3013333333333,0.0
