trial_index,mode,correct,reaction_time
1,noise,0,102.35
2,noise,0,1753.704
3,noise,0,136.014
4,noise,1,-1.0
5,noise,1,-1.0
6,noise,1,-1.0
7,noise,1,-1.0
8,noise,0,304.148
9,noise,1,-1.0
10,noise,0,211.996
11,noise,0,679.531
12,noise,1,-1.0
13,noise,1,-1.0
14,noise,1,-1.0
15,noise,0,308.901
16,noise,0,329.994
17,noise,1,-1.0
18,noise,1,-1.0
19,noise,0,187.915
20,noise,0,142.798
21,noise,0,440.369
22,noise,0,178.901
23,noise,1,-1.0
24,noise,1,-1.0
25,noise,1,-1.0
26,noise,1,-1.0
27,go,1,-1.0
28,go,1,349.43
29,go,1,258.429
30,go,1,402.777
31,go,0,-1.0
32,go,1,314.928
33,go,1,240.478
34,go,0,-1.0
35,go,1,226.595
36,go,1,336.883
37,go,1,260.506
38,go,1,325.922
39,go,0,-1.0
40,go,0,-1.0
41,go,0,-1.0
42,go,0,-1.0
43,go,0,-1.0
44,go,0,-1.0
45,go,0,-1.0
46,go,1,415.015
47,go,0,-1.0
48,go,0,-1.0
49,go,0,-1.0
50,go,0,-1.0
51,go,0,-1.0
52,go,0,-1.0
53,go,0,-1.0
54,go,0,-1.0
55,go,0,-1.0
56,go,0,-1.0
57,go,0,-1.0
58,go,0,-1.0
59,go,0,-1.0
60,go,0,-1.0
61,go,0,-1.0
62,go,0,-1.0
63,noise,0,-1.0
64,noise,0,-1.0
65,noise,0,-1.0
66,noise,0,-1.0
67,noise,0,300.502
68,noise,0,139.894
69,noise,0,100.022
70,noise,0,800.2
71,noise,0,-1.0
72,noise,1,-1.0
73,noise,1,-1.0
74,noise,1,-1.0
75,noise,1,-1.0
76,go,1,-1.0
77,go,0,-1.0
78,go,1,326.852
79,go,1,247.227
80,go,0,-1.0
81,go,0,-1.0
82,go,1,356.824
83,go,1,275.968
84,go,1,455.677
85,go,0,-1.0
86,go,0,-1.0
87,go,0,-1.0
88,go,0,-1.0
89,go,0,-1.0
90,go,0,-1.0
91,go,0,-1.0
92,go,0,-1.0
93,go,0,-1.0
94,go,0,-1.0
95,go,0,-1.0
96,go,0,-1.0
97,go,0,-1.0
98,go,0,-1.0
99,go,0,-1.0
100,go,0,-1.0
101,go,0,-1.0
102,go,0,-1.0
103,go,1,171.431
104,go,0,-1.0
105,go,0,-1.0
106,go,0,-1.0
107,go,0,-1.0
108,go,1,210.173
109,go,1,161.56
110,go,0,-1.0
111,go,0,-1.0
112,go,0,-1.0
113,go,0,-1.0
114,go,1,560.557
115,go,1,207.321
116,go,1,322.287
117,go,1,407.571
118,noise,1,279.815
119,noise,1,-1.0
120,noise,0,304.172
121,noise,0,201.497
122,noise,1,-1.0
123,noise,0,366.591
124,noise,1,-1.0
125,noise,1,-1.0
126,noise,1,-1.0
127,noise,0,374.844
128,noise,1,-1.0
129,noise,1,-1.0
130,noise,1,-1.0
131,noise,1,-1.0
132,noise,0,751.002
133,noise,0,-1.0
134,noise,0,-1.0
135,noise,0,-1.0
136,noise,0,-1.0
137,noise,0,-1.0
