trial_index,trial_start_time,trial_start_tracker_time,speed,coherence,direction,saccade_rt,saccade_duration,correct,saccade_x,saccade_y,saccade_start_x,saccade_start_y,stim_x,stim_y,fix_onset,fix_onset_tracker,stim_onset,stim_onset_tracker,stim_offset,stim_offset_tracker,saccade_onset,saccade_onset_tracker,fix_x,fix_y
1,1758916688.8378673,266512057.0,16,0.0,270,272.39394187927246,0.004464149475097656,1,-183.5,136.0,-165.20001220703125,-113.20001220703125,-200.15066666666664,160.12053333333333,1758916689.160678,266512589.0,1758916689.7612765,266512980.0,1758916690.0430942,266513263.0,1758916690.0336704,266513253.0,0,0
2,1758916692.1221602,266515341.0,16,0.0,90,9.360790252685547,0.005208015441894531,1,-183.29998779296875,171.79998779296875,-122.79998779296875,-119.29998779296875,-200.15066666666664,160.12053333333333,1758916692.3106945,266515730.0,1758916693.3335407,266516553.0,1758916693.3529446,266516572.0,1758916693.3429015,266516562.0,0,0
3,1758916695.4986525,266518717.0,16,0.35,90,202.81386375427246,0.005018711090087891,1,-178.20001220703125,184.29998779296875,-100.5999755859375,-107.89999389648438,-200.15066666666664,160.12053333333333,1758916695.7256465,266519149.0,1758916696.510572,266519730.0,1758916696.723209,266519942.0,1758916696.7133858,266519932.0,0,0
4,1758916698.7453911,266521964.0,16,0.6,90,278.3777713775635,0.00527501106262207,1,-143.5999755859375,114.5,-75.29998779296875,-58.79998779296875,-200.15066666666664,160.12053333333333,1758916698.8812637,266522318.0,1758916699.4644787,266522684.0,1758916699.7531142,266522972.0,1758916699.7428565,266522962.0,0,0
5,1758916701.901265,266525121.0,16,0.0,270,279.31928634643555,0.005081653594970703,1,-195.0,135.60000610351562,-158.79998779296875,-116.39999389648438,-200.15066666666664,160.12053333333333,1758916702.2314463,266525664.0,1758916703.1336722,266526352.0,1758916703.4227607,266526642.0,1758916703.4129915,266526632.0,0,0
6,1758916705.6381154,266528857.0,16,0.2,90,204.76722717285156,0.005620241165161133,1,-174.5,170.5,-71.20001220703125,-64.89999389648438,-200.15066666666664,160.12053333333333,1758916705.872154,266529304.0,1758916706.7881403,266530007.0,1758916707.0026557,266530222.0,1758916706.9929075,266530212.0,0,0
7,1758916709.208813,266532428.0,16,0.0,90,240.10086059570312,0.005455970764160156,1,-196.0,157.29998779296875,-64.20001220703125,-61.29998779296875,-200.15066666666664,160.12053333333333,1758916709.5588307,266532990.0,1758916710.4932315,266533713.0,1758916710.7470956,266533966.0,1758916710.7333324,266533952.0,0,0
8,1758916712.9537656,266536173.0,16,0.35,270,216.14432334899902,0.005462169647216797,1,-157.4000244140625,141.10000610351562,-61.4000244140625,-58.20001220703125,-200.15066666666664,160.12053333333333,1758916713.1735275,266536609.0,1758916714.1464796,266537365.0,1758916714.3726807,266537592.0,1758916714.362624,266537582.0,0,0
9,1758916716.6704445,266539889.0,16,0.1,90,202.76808738708496,0.005437612533569336,1,-180.79998779296875,208.29998779296875,-52.29998779296875,-66.5,-200.15066666666664,160.12053333333333,1758916716.958218,266540393.0,1758916717.9206505,266541140.0,1758916718.13726,266541356.0,1758916718.1234186,266541343.0,0,0
10,1758916720.5838945,266543801.0,16,0.35,270,228.8966178894043,0.0044460296630859375,1,-206.20001220703125,146.10000610351562,-136.79998779296875,-85.0,-200.15066666666664,160.12053333333333,1758916720.7631154,266544197.0,1758916721.4239354,266544643.0,1758916721.6642778,266544883.0,1758916721.652832,266544872.0,0,0
11,1758916724.2320995,266547451.0,16,0.2,270,261.41977310180664,0.005650997161865234,1,-195.0,139.0,-154.4000244140625,-107.89999389648438,-200.15066666666664,160.12053333333333,1758916724.2345304,266547655.0,1758916724.8109689,266548030.0,1758916725.0820124,266548301.0,1758916725.0723886,266548291.0,0,0
12,1758916727.3858018,266550605.0,16,0.35,90,270.723819732666,0.005460023880004883,1,-163.5,178.39999389648438,-137.4000244140625,-131.89999389648438,-200.15066666666664,160.12053333333333,1758916727.3902524,266550827.0,1758916728.041146,266551260.0,1758916728.3218186,266551541.0,1758916728.3118699,266551531.0,0,0
13,1758916730.5991259,266553818.0,16,0.35,90,221.04763984680176,0.005396366119384766,1,-185.79998779296875,154.20001220703125,-182.70001220703125,-118.20001220703125,-200.15066666666664,160.12053333333333,1758916730.9453366,266554379.0,1758916731.451809,266554671.0,1758916731.6852617,266554904.0,1758916731.6728566,266554892.0,0,0
14,1758916734.0579917,266557277.0,16,0.1,90,205.52825927734375,0.00445103645324707,1,-194.79998779296875,182.70001220703125,-154.5999755859375,-138.0,-200.15066666666664,160.12053333333333,1758916734.3960643,266557832.0,1758916735.3165727,266558536.0,1758916735.5316968,266558751.0,1758916735.522101,266558741.0,0,0
