trial_index,speed,coherence,direction,side,saccade_rt,saccade_duration,correct,saccade_x,saccade_y,stim_x,stim_y
1,20,1,90,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
2,20,1,90,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
3,12,1,90,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
4,20,1,270,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
5,20,1,90,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
6,12,1,270,left,316.35332107543945,0.46930599212646484,1,100.30133333333333,22.4000244140625,-400.3013333333333,0.0
7,12,1,90,left,787.0950698852539,0.003450155258178711,1,124.40130891927083,-6.29998779296875,-400.3013333333333,0.0
8,12,1,90,left,36.82398796081543,0.009639263153076172,1,34.40130891927083,14.29998779296875,-400.3013333333333,0.0
9,12,1,270,left,229.8126220703125,0.009831666946411133,1,115.20135774739583,-2.0,-400.3013333333333,0.0
10,12,1,270,left,260.8075141906738,0.010293245315551758,1,100.10132112630208,-0.0999755859375,-400.3013333333333,0.0
11,20,1,270,left,282.9451560974121,0.010062456130981445,1,87.70135774739583,-36.0,-400.3013333333333,0.0
12,20,1,270,left,314.42737579345703,0.0496211051940918,1,164.30133333333333,-109.5999755859375,-400.3013333333333,0.0
13,20,1,270,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
14,12,1,90,left,282.6526165008545,0.0400395393371582,1,14.301333333333332,-155.5999755859375,-400.3013333333333,0.0
15,20,1,270,left,398.89025688171387,0.33011937141418457,1,95.20135774739583,-40.79998779296875,-400.3013333333333,0.0
16,20,1,270,left,293.2109832763672,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
17,12,1,90,left,220.77274322509766,0.06025290489196777,1,64.10132112630208,3.4000244140625,-400.3013333333333,0.0
18,20,1,270,left,226.17602348327637,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
19,20,1,90,left,246.1085319519043,0.5800137519836426,1,-29.298642252604168,-209.20001220703125,-400.3013333333333,0.0
20,20,1,270,left,504.3764114379883,0.5894684791564941,1,85.20135774739583,-97.5,-400.3013333333333,0.0
21,20,1,270,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
22,12,1,90,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
23,20,1,90,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
24,20,1,270,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
25,12,1,270,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
26,20,1,270,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
