trial_index,trial_start_time,trial_start_tracker_time,speed,coherence,direction,saccade_rt,saccade_duration,correct,saccade_x,saccade_y,saccade_start_x,saccade_start_y,stim_x,stim_y,fix_onset,fix_onset_tracker,stim_onset,stim_onset_tracker,stim_offset,stim_offset_tracker,saccade_onset,saccade_onset_tracker,fix_x,fix_y
25,1758915463.5180278,265286736.0,25,0.2,90,248.05378913879395,0.015376091003417969,1,-215.0999755859375,164.29998779296875,-58.20001220703125,-59.399993896484375,-200.15066666666664,160.12053333333333,1758915464.0062387,265287237.0,1758915464.754802,265287973.0,1758915465.0231674,265288236.0,1758915465.0028558,265288219.0,0,0
26,1758915467.4788227,265290697.0,25,0.35,90,227.13875770568848,0.0054531097412109375,1,-196.79998779296875,180.70001220703125,-194.79998779296875,-150.0,-200.15066666666664,160.12053333333333,1758915467.6280782,265291056.0,1758915468.325683,265291543.0,1758915468.5627558,265291781.0,1758915468.5528219,265291771.0,0,0
27,1758915471.0659635,265294284.0,25,0.2,90,314.2657279968262,0.005926609039306641,1,-170.70001220703125,137.89999389648438,-117.0,-85.10000610351562,-200.15066666666664,160.12053333333333,1758915471.217363,265294642.0,1758915471.7386582,265294957.0,1758915472.0628443,265295280.0,1758915472.052924,265295270.0,0,0
28,1758915474.4058704,265297624.0,25,0.6,270,269.51098442077637,0.005266427993774414,1,-209.0,132.29998779296875,-105.0,-68.60000610351562,-200.15066666666664,160.12053333333333,1758915474.6621673,265298089.0,1758915475.2031395,265298421.0,1758915475.4825456,265298699.0,1758915475.4726505,265298689.0,0,0
29,1758915477.8753433,265301093.0,25,0.0,90,203.22442054748535,0.0054340362548828125,1,-192.4000244140625,152.70001220703125,-128.0,-111.89999389648438,-200.15066666666664,160.12053333333333,1758915478.047071,265301475.0,1758915478.9893346,265302206.0,1758915479.2026994,265302420.0,1758915479.192559,265302410.0,0,0
30,1758915481.6387334,265304857.0,25,0.1,90,265.5336856842041,0.004463911056518555,1,-173.0,147.89999389648438,-165.4000244140625,-133.0,-200.15066666666664,160.12053333333333,1758915481.7486677,265305161.0,1758915482.2268414,265305444.0,1758915482.502295,265305720.0,1758915482.4923751,265305709.0,0,0
31,1758915484.86911,265308087.0,25,0.1,90,216.4614200592041,0.0059244632720947266,1,-185.29998779296875,162.79998779296875,-74.20001220703125,-77.20001220703125,-200.15066666666664,160.12053333333333,1758915485.1254184,265308552.0,1758915485.9161153,265309134.0,1758915486.1424975,265309360.0,1758915486.1325767,265309350.0,0,0
32,1758915488.603383,265311821.0,25,0.0,90,236.81092262268066,0.004930257797241211,1,-126.29998779296875,94.89999389648438,-126.29998779296875,-94.89999389648438,-200.15066666666664,160.12053333333333,1758915488.62637,265312056.0,1758915489.2151423,265312431.0,1758915489.4623716,265312680.0,1758915489.4519532,265312670.0,0,0
33,1758915491.8829203,265315101.0,25,0.2,90,254.65893745422363,0.005192756652832031,1,-189.29998779296875,147.89999389648438,-155.79998779296875,-119.29998779296875,-200.15066666666664,160.12053333333333,1758915492.0545483,265315483.0,1758915492.6473513,265315865.0,1758915492.9119234,265316128.0,1758915492.9020102,265316118.0,0,0
34,1758915495.448388,265318666.0,25,0.6,270,203.688383102417,0.00592494010925293,1,-206.5,156.60000610351562,-75.70001220703125,-62.20001220703125,-200.15066666666664,160.12053333333333,1758915495.9137397,265319342.0,1758915496.8385546,265320056.0,1758915497.0521631,265320270.0,1758915497.042243,265320260.0,0,0
35,1758915499.5586307,265322777.0,25,0.35,270,217.9584503173828,0.005079984664916992,1,-196.29998779296875,167.10000610351562,-168.4000244140625,-128.0,-200.15066666666664,160.12053333333333,1758915499.751407,265323181.0,1758915500.613823,265323832.0,1758915500.841885,265324060.0,1758915500.8317814,265324050.0,0,0
36,1758915503.217461,265326435.0,25,0.0,90,213.3467197418213,0.004790306091308594,1,-180.5999755859375,147.29998779296875,-163.29998779296875,-131.70001220703125,-200.15066666666664,160.12053333333333,1758915503.2209249,265326640.0,1758915504.048254,265327266.0,1758915504.271848,265327489.0,1758915504.2616007,265327479.0,0,0
37,1758915506.7951827,265330013.0,25,0.6,90,234.71450805664062,0.0047914981842041016,1,-195.20001220703125,142.70001220703125,-82.0,-72.0,-200.15066666666664,160.12053333333333,1758915506.9752464,265330397.0,1758915507.456922,265330674.0,1758915507.7015362,265330919.0,1758915507.6916366,265330910.0,0,0
38,1758915510.120732,265333338.0,25,0.35,90,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,1758915510.499119,265333938.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
40,1758915539.3080344,265362526.0,25,0.35,90,260.6329917907715,0.0057370662689208984,1,-197.79998779296875,147.89999389648438,-173.20001220703125,-134.29998779296875,-200.15066666666664,160.12053333333333,1758915539.622578,265363059.0,1758915540.4002173,265363618.0,1758915540.6706235,265363889.0,1758915540.6608503,265363878.0,0,0
41,1758915543.2125046,265366430.0,25,0.35,270,248.4734058380127,0.005456686019897461,1,-186.5999755859375,174.29998779296875,-140.70001220703125,-115.60000610351562,-200.15066666666664,160.12053333333333,1758915543.4895005,265366927.0,1758915544.3820992,265367600.0,1758915544.6404727,265367858.0,1758915544.6305726,265367848.0,0,0
42,1758915547.149785,265370368.0,25,0.2,270,217.56434440612793,0.004965543746948242,1,-164.79998779296875,128.39999389648438,-112.5999755859375,-77.79998779296875,-200.15066666666664,160.12053333333333,1758915547.3779452,265370799.0,1758915548.2427008,265371460.0,1758915548.4701922,265371679.0,1758915548.4602652,265371668.0,0,0
43,1758915551.082749,265374300.0,25,0.1,270,259.6628665924072,0.005772829055786133,1,-159.9000244140625,141.0,-69.5,-67.89999389648438,-200.15066666666664,160.12053333333333,1758915551.088218,265374508.0,1758915551.7008986,265374919.0,1758915551.970388,265375188.0,1758915551.9605615,265375178.0,0,0
44,1758915554.4442484,265377662.0,25,0.0,90,240.88454246520996,0.005815029144287109,1,-190.79998779296875,146.70001220703125,-79.0,-64.29998779296875,-200.15066666666664,160.12053333333333,1758915554.6310658,265378069.0,1758915555.389365,265378607.0,1758915555.6400723,265378858.0,1758915555.6302495,265378848.0,0,0
