trial_index,trial_start_time,trial_start_tracker_time,speed,coherence,direction,saccade_rt,saccade_duration,correct,saccade_x,saccade_y,saccade_start_x,saccade_start_y,stim_x,stim_y,fix_onset,fix_onset_tracker,stim_onset,stim_onset_tracker,stim_offset,stim_offset_tracker,saccade_onset,saccade_onset_tracker,fix_x,fix_y
2,1758915379.83472,265203052.0,25,0.35,90,255.30362129211426,0.005946636199951172,1,-184.0999755859375,125.5,-83.4000244140625,-45.79998779296875,-200.15066666666664,160.12053333333333,1758915380.0679185,265203499.0,1758915380.8904545,265204108.0,1758915381.1556492,265204373.0,1758915381.1457582,265204363.0,0,0
3,1758915383.289676,265206507.0,25,0.0,90,242.42186546325684,0.0049593448638916016,1,-188.70001220703125,143.10000610351562,-110.4000244140625,-69.29998779296875,-200.15066666666664,160.12053333333333,1758915383.4365833,265206855.0,1758915384.143491,265207361.0,1758915384.3958318,265207613.0,1758915384.385913,265207603.0,0,0
4,1758915386.426171,265209643.0,25,0.1,90,286.8151664733887,0.005527973175048828,1,-178.9000244140625,141.60000610351562,-118.0,-93.70001220703125,-200.15066666666664,160.12053333333333,1758915386.7448812,265210178.0,1758915387.3087423,265210526.0,1758915387.6055276,265210823.0,1758915387.5955575,265210813.0,0,0
5,1758915389.6231575,265212841.0,25,0.0,270,242.33341217041016,0.0056247711181640625,1,-170.0999755859375,140.29998779296875,-145.9000244140625,-128.20001220703125,-200.15066666666664,160.12053333333333,1758915389.8087373,265213241.0,1758915390.7030928,265213921.0,1758915390.955584,265214173.0,1758915390.9454262,265214163.0,0,0
6,1758915393.0829806,265216301.0,25,0.6,270,252.28142738342285,0.005639553070068359,1,-205.20001220703125,136.39999389648438,-153.9000244140625,-95.79998779296875,-200.15066666666664,160.12053333333333,1758915393.306868,265216725.0,1758915394.0629177,265217281.0,1758915394.3252945,265217543.0,1758915394.3151991,265217533.0,0,0
7,1758915396.7766156,265219994.0,25,0.35,90,308.4390163421631,0.00439143180847168,1,-201.4000244140625,142.70001220703125,-207.70001220703125,-127.20001220703125,-200.15066666666664,160.12053333333333,1758915396.9757576,265220406.0,1758915397.5066934,265220724.0,1758915397.825077,265221043.0,1758915397.8151324,265221033.0,0,0
8,1758915400.3126705,265223530.0,25,0.1,270,269.7141170501709,0.0057451725006103516,1,-190.79998779296875,126.39999389648438,-152.70001220703125,-111.20001220703125,-200.15066666666664,160.12053333333333,1758915400.565498,265223999.0,1758915401.2155652,265224433.0,1758915401.4950628,265224713.0,1758915401.4852793,265224703.0,0,0
9,1758915403.8175564,265227035.0,25,0.0,270,249.73821640014648,0.0044324398040771484,1,-170.20001220703125,150.60000610351562,-96.79998779296875,-87.10000610351562,-200.15066666666664,160.12053333333333,1758915404.026567,265227445.0,1758915404.8155894,265228033.0,1758915405.0749285,265228293.0,1758915405.0653276,265228283.0,0,0
10,1758915407.4484148,265230665.0,25,0.0,270,334.6362113952637,0.005097627639770508,1,-171.5,166.10000610351562,-127.0999755859375,-113.10000610351562,-200.15066666666664,160.12053333333333,1758915407.5359962,265230961.0,1758915408.42012,265231638.0,1758915408.764947,265231983.0,1758915408.7547562,265231973.0,0,0
11,1758915411.1441505,265234362.0,25,0.2,270,243.8342571258545,0.0053730010986328125,1,-176.0999755859375,150.29998779296875,-132.5,-107.10000610351562,-200.15066666666664,160.12053333333333,1758915411.2096992,265234632.0,1758915412.150836,265235369.0,1758915412.405041,265235623.0,1758915412.3946702,265235613.0,0,0
12,1758915414.7166235,265237934.0,25,0.2,90,304.5177459716797,0.00572514533996582,1,-208.0,155.20001220703125,-109.5999755859375,-79.39999389648438,-200.15066666666664,160.12053333333333,1758915414.8547523,265238288.0,1758915415.5103285,265238728.0,1758915415.8246205,265239042.0,1758915415.8148463,265239032.0,0,0
13,1758915418.4636695,265241580.0,25,0.1,270,322.1321105957031,0.004828453063964844,1,-194.9000244140625,136.70001220703125,-87.29998779296875,-65.5,-200.15066666666664,160.12053333333333,1758915418.7400768,265242166.0,1758915419.612445,265242830.0,1758915419.9444673,265243160.0,1758915419.9345772,265243150.0,0,0
14,1758915422.3788583,265245597.0,25,0.0,90,301.0718822479248,0.0029764175415039062,1,-180.29998779296875,128.5,-102.79998779296875,-66.70001220703125,-200.15066666666664,160.12053333333333,1758915422.862551,265246290.0,1758915423.4948905,265246712.0,1758915423.8043952,265247020.0,1758915423.7959623,265247011.0,0,0
15,1758915426.245705,265249464.0,25,0.0,270,319.3542957305908,0.004933595657348633,1,-172.9000244140625,153.70001220703125,-149.4000244140625,-102.39999389648438,-200.15066666666664,160.12053333333333,1758915426.437657,265249865.0,1758915427.0046785,265250222.0,1758915427.3344498,265250551.0,1758915427.3240328,265250540.0,0,0
16,1758915429.6753054,265252892.0,25,0.0,90,285.2003574371338,0.0050890445709228516,1,-184.5,139.10000610351562,-145.0999755859375,-124.79998779296875,-200.15066666666664,160.12053333333333,1758915430.0146928,265253441.0,1758915430.7090118,265253927.0,1758915431.004262,265254220.0,1758915430.9942122,265254209.0,0,0
17,1758915433.4193819,265256637.0,25,0.2,270,342.897891998291,0.004959821701049805,1,-218.5,161.39999389648438,-114.0999755859375,-90.70001220703125,-200.15066666666664,160.12053333333333,1758915433.5911827,265257018.0,1758915434.1109128,265257328.0,1758915434.4637306,265257677.0,1758915434.4538107,265257667.0,0,0
18,1758915437.0217764,265260235.0,25,0.0,90,258.74948501586914,0.004952192306518555,1,-172.0,141.20001220703125,-149.5999755859375,-126.29998779296875,-200.15066666666664,160.12053333333333,1758915437.1717565,265260599.0,1758915437.9450934,265261163.0,1758915438.2138445,265261432.0,1758915438.2038429,265261422.0,0,0
19,1758915440.6146734,265263831.0,25,0.0,90,282.02152252197266,0.0055599212646484375,1,-184.0,171.70001220703125,-70.4000244140625,-93.29998779296875,-200.15066666666664,160.12053333333333,1758915440.7510753,265264177.0,1758915441.5715837,265264789.0,1758915441.863788,265265080.0,1758915441.8536053,265265070.0,0,0
20,1758915444.4113908,265267629.0,25,0.2,270,216.09115600585938,0.004960536956787109,1,-158.0999755859375,141.89999389648438,-55.29998779296875,-60.0,-200.15066666666664,160.12053333333333,1758915444.58847,265268497.0,1758915446.0079002,265269226.0,1758915446.2334497,265269451.0,1758915446.2239914,265269442.0,0,0
21,1758915448.6184702,265271836.0,25,0.1,90,214.08486366271973,0.004463911056518555,1,-171.29998779296875,150.10000610351562,-110.29998779296875,-97.39999389648438,-200.15066666666664,160.12053333333333,1758915448.7910619,265272220.0,1758915449.5994256,265272817.0,1758915449.8234303,265273041.0,1758915449.8135104,265273031.0,0,0
22,1758915452.364722,265275571.0,25,0.35,270,257.7071189880371,0.004996776580810547,1,-195.5,144.39999389648438,-122.29998779296875,-79.5,-200.15066666666664,160.12053333333333,1758915452.3662035,265275795.0,1758915452.9556105,265276173.0,1758915453.2235556,265276441.0,1758915453.2133176,265276431.0,0,0
23,1758915455.5788336,265278796.0,25,0.1,270,261.6541385650635,0.0049359798431396484,1,-209.4000244140625,156.70001220703125,-103.9000244140625,-81.60000610351562,-200.15066666666664,160.12053333333333,1758915455.8997514,265279326.0,1758915456.851787,265280070.0,1758915457.1233616,265280341.0,1758915457.1134412,265280330.0,0,0
24,1758915459.6371365,265282855.0,25,0.35,90,215.32607078552246,0.004960060119628906,1,-180.9000244140625,170.70001220703125,-127.79998779296875,-119.39999389648438,-200.15066666666664,160.12053333333333,1758915459.8936262,265283325.0,1758915460.867864,265284085.0,1758915461.09311,265284311.0,1758915461.08319,265284301.0,0,0
