trial_index,trial_start_time,trial_start_tracker_time,speed,coherence,direction,saccade_rt,saccade_duration,correct,saccade_x,saccade_y,saccade_start_x,saccade_start_y,stim_x,stim_y,fix_onset,fix_onset_tracker,stim_onset,stim_onset_tracker,stim_offset,stim_offset_tracker,saccade_onset,saccade_onset_tracker,fix_x,fix_y
2,1758915962.3419282,265785560.0,16,0.35,90,357.84006118774414,0.004997730255126953,1,-192.5,147.60000610351562,-115.20001220703125,-80.60000610351562,-200.15066666666664,160.12053333333333,1758915962.348343,265785784.0,1758915963.169091,265786387.0,1758915963.5369678,265786755.0,1758915963.526931,265786745.0,0,0
3,1758915965.7073493,265788925.0,16,0.2,270,263.948917388916,0.004317760467529297,1,-176.5,159.70001220703125,-80.79998779296875,-86.20001220703125,-200.15066666666664,160.12053333333333,1758915966.0590007,265789496.0,1758915966.69361,265789912.0,1758915966.9704497,265790189.0,1758915966.9575589,265790176.0,0,0
4,1758915968.918261,265792137.0,16,0.35,90,265.6996250152588,0.005960226058959961,1,-214.70001220703125,200.20001220703125,-174.0,-160.29998779296875,-200.15066666666664,160.12053333333333,1758915969.0633981,265792488.0,1758915969.7410772,265792960.0,1758915970.0168164,265793235.0,1758915970.0067768,265793225.0,0,0
5,1758915972.053925,265795272.0,16,0.1,90,251.1119842529297,0.005613565444946289,1,-202.0,175.79998779296875,-111.4000244140625,-95.20001220703125,-200.15066666666664,160.12053333333333,1758915972.0594099,265795500.0,1758915973.015203,265796233.0,1758915973.2765746,265796495.0,1758915973.266315,265796485.0,0,0
6,1758915975.6301477,265798849.0,16,0.35,90,297.6658344268799,0.00590205192565918,1,-208.9000244140625,171.20001220703125,-144.9000244140625,-107.89999389648438,-200.15066666666664,160.12053333333333,1758915975.8353317,265799265.0,1758915976.5790522,265799798.0,1758915976.886719,265800105.0,1758915976.876718,265800095.0,0,0
7,1758915979.1631348,265802382.0,16,0.35,270,274.050235748291,0.005418062210083008,1,-197.29998779296875,185.20001220703125,-164.5999755859375,-163.89999389648438,-200.15066666666664,160.12053333333333,1758915979.3022637,265802726.0,1758915980.2125878,265803431.0,1758915980.496164,265803715.0,1758915980.486638,265803705.0,0,0
8,1758915982.9388046,265806157.0,16,0.35,270,327.495813369751,0.005136728286743164,1,-180.0,180.79998779296875,-87.9000244140625,-102.10000610351562,-200.15066666666664,160.12053333333333,1758915983.2850862,265806714.0,1758915983.7687213,265806987.0,1758915984.1063144,265807325.0,1758915984.0962172,265807315.0,0,0
9,1758915987.7068777,265810925.0,16,0.2,90,266.1011219024658,0.0050008296966552734,1,-220.5999755859375,203.70001220703125,-150.4000244140625,-113.20001220703125,-200.15066666666664,160.12053333333333,1758915987.8570178,265811287.0,1758915988.520171,265811739.0,1758915988.7959542,265812014.0,1758915988.786272,265812005.0,0,0
10,1758915991.244883,265814463.0,16,0.0,270,235.0478172302246,0.004973411560058594,1,-201.0,157.79998779296875,-83.5,-80.5,-200.15066666666664,160.12053333333333,1758915991.5017178,265814930.0,1758915992.0912638,265815310.0,1758915992.335967,265815554.0,1758915992.3263116,265815544.0,0,0
11,1758915994.7006295,265817919.0,16,0.6,270,232.3014736175537,0.005427360534667969,1,-207.70001220703125,165.0,-79.79998779296875,-100.89999389648438,-200.15066666666664,160.12053333333333,1758915994.9152768,265818345.0,1758915995.8237908,265819042.0,1758915996.066011,265819284.0,1758915996.0560923,265819274.0,0,0
12,1758915998.5034013,265821722.0,16,0.2,270,202.96812057495117,0.004450559616088867,1,-171.0,159.10000610351562,-69.79998779296875,-80.39999389648438,-200.15066666666664,160.12053333333333,1758915998.6336067,265822063.0,1758915999.5231102,265822742.0,1758915999.736049,265822954.0,1758915999.7260783,265822944.0,0,0
13,1758916002.2622323,265825480.0,16,0.6,90,294.53229904174805,0.00397181510925293,1,-183.29998779296875,122.5,-80.79998779296875,-60.29998779296875,-200.15066666666664,160.12053333333333,1758916002.5425973,265825974.0,1758916003.1614072,265826380.0,1758916003.4657505,265826684.0,1758916003.4559395,265826674.0,0,0
14,1758916006.0270905,265829246.0,16,0.2,90,237.82753944396973,0.0059511661529541016,1,-181.5999755859375,174.5,-95.79998779296875,-98.0,-200.15066666666664,160.12053333333333,1758916006.030065,265829459.0,1758916006.6475456,265829865.0,1758916006.8967812,265830115.0,1758916006.885373,265830104.0,0,0
15,1758916009.6087372,265832827.0,16,0.1,90,262.0582580566406,0.01353907585144043,1,-198.70001220703125,182.60000610351562,-123.29998779296875,-118.70001220703125,-200.15066666666664,160.12053333333333,1758916010.4234679,265833853.0,1758916011.1636703,265834382.0,1758916011.4457552,265834664.0,1758916011.4257286,265834644.0,0,0
16,1758916013.8150403,265837033.0,16,0.1,270,274.57714080810547,0.004456996917724609,1,-190.5999755859375,173.20001220703125,-163.9000244140625,-141.20001220703125,-200.15066666666664,160.12053333333333,1758916013.9700336,265837403.0,1758916014.5014093,265837720.0,1758916014.7854683,265838003.0,1758916014.7759864,265837994.0,0,0
17,1758916017.2036953,265840422.0,16,0.2,90,240.40532112121582,0.004554271697998047,1,-210.70001220703125,205.89999389648438,-159.0,-129.60000610351562,-200.15066666666664,160.12053333333333,1758916017.3367114,265840772.0,1758916018.2153108,265841434.0,1758916018.4654136,265841684.0,1758916018.4557161,265841674.0,0,0
18,1758916020.9174216,265844136.0,16,0.1,90,237.06531524658203,0.004482269287109375,1,-211.79998779296875,185.70001220703125,-155.79998779296875,-144.60000610351562,-200.15066666666664,160.12053333333333,1758916020.9194038,265844351.0,1758916021.7388113,265844957.0,1758916021.9877586,265845206.0,1758916021.9758766,265845194.0,0,0
19,1758916024.3020506,265847520.0,16,0.1,90,290.12227058410645,0.004014492034912109,1,-195.29998779296875,194.39999389648438,-124.29998779296875,-119.89999389648438,-200.15066666666664,160.12053333333333,1758916024.6846404,265848113.0,1758916025.1747699,265848393.0,1758916025.4751406,265848693.0,1758916025.4648921,265848683.0,0,0
20,1758916027.9447036,265851163.0,16,0.1,90,265.71083068847656,0.005396604537963867,1,-207.79998779296875,175.29998779296875,-166.5,-136.39999389648438,-200.15066666666664,160.12053333333333,1758916028.181229,265851614.0,1758916029.0793297,265852298.0,1758916029.3550668,265852573.0,1758916029.3450406,265852563.0,0,0
21,1758916031.7331638,265854952.0,16,0.2,90,257.05885887145996,0.0048983097076416016,1,-199.5,180.70001220703125,-111.9000244140625,-103.89999389648438,-200.15066666666664,160.12053333333333,1758916032.2233112,265855653.0,1758916033.0478323,265856266.0,1758916033.3145318,265856533.0,1758916033.304891,265856523.0,0,0
22,1758916035.7705545,265858989.0,16,0.2,90,233.20627212524414,0.004464626312255859,1,-171.70001220703125,168.70001220703125,-154.5999755859375,-147.89999389648438,-200.15066666666664,160.12053333333333,1758916035.7740333,265859192.0,1758916036.561654,265859780.0,1758916036.8047786,265860023.0,1758916036.7948604,265860013.0,0,0
