trial_index,speed,coherence,direction,side,saccade_rt,saccade_duration,correct,saccade_x,saccade_y,stim_x,stim_y
1,20,0.8,270,left,204.9715518951416,-1,0,-1,-1,-400.3013333333333,0.0
2,12,1.0,270,left,-1.0,-1,0,-1,-1,-400.3013333333333,0.0
3,12,1.0,90,left,-1.0,-1,0,-1,-1,-400.3013333333333,0.0
4,20,1.0,90,left,198.62771034240723,-1,0,-1,-1,-400.3013333333333,0.0
5,12,1.0,270,left,291.8882369995117,-1,0,-1,-1,-400.3013333333333,0.0
6,12,1.0,270,left,269.73819732666016,-1,0,-1,-1,-400.3013333333333,0.0
7,12,0.8,270,left,252.17556953430176,-1,0,-1,-1,-400.3013333333333,0.0
8,20,0.8,270,left,258.882999420166,-1,0,-1,-1,-400.3013333333333,0.0
9,12,1.0,270,left,498.09956550598145,-1,0,-1,-1,-400.3013333333333,0.0
10,12,0.8,270,left,267.209529876709,-1,0,-1,-1,-400.3013333333333,0.0
11,20,0.8,270,left,334.0001106262207,-1,0,-1,-1,-400.3013333333333,0.0
12,12,1.0,270,left,-1.0,-1,0,-1,-1,-400.3013333333333,0.0
13,20,0.8,270,left,-1.0,-1,0,-1,-1,-400.3013333333333,0.0
14,12,0.8,90,left,20.252466201782227,-1,0,-1,-1,-400.3013333333333,0.0
15,12,0.8,270,left,-1.0,-1,0,-1,-1,-400.3013333333333,0.0
16,12,0.8,90,left,-1.0,-1,0,-1,-1,-400.3013333333333,0.0
17,20,1.0,270,left,-1.0,-1,0,-1,-1,-400.3013333333333,0.0
18,20,1.0,270,left,-1.0,-1,0,-1,-1,-400.3013333333333,0.0
19,12,1.0,90,left,-1.0,-1,0,-1,-1,-400.3013333333333,0.0
20,12,1.0,90,left,-1.0,-1,0,-1,-1,-400.3013333333333,0.0
21,12,0.8,90,left,-1.0,-1,0,-1,-1,-400.3013333333333,0.0
22,12,0.8,270,left,148.92172813415527,-1,0,-1,-1,-400.3013333333333,0.0
23,12,1.0,270,left,-1.0,-1,0,-1,-1,-400.3013333333333,0.0
24,12,1.0,270,left,-1.0,-1,0,-1,-1,-400.3013333333333,0.0
25,20,1.0,270,left,-1.0,-1,0,-1,-1,-400.3013333333333,0.0
26,20,0.8,90,left,101.8524169921875,-1,0,-1,-1,-400.3013333333333,0.0
27,20,0.8,90,left,-1.0,-1,0,-1,-1,-400.3013333333333,0.0
28,12,0.8,270,left,-1.0,-1,0,-1,-1,-400.3013333333333,0.0
29,12,0.8,270,left,-1.0,-1,0,-1,-1,-400.3013333333333,0.0
30,20,1.0,270,left,-1.0,-1,0,-1,-1,-400.3013333333333,0.0
31,12,1.0,270,left,-1.0,-1,0,-1,-1,-400.3013333333333,0.0
32,12,0.8,90,left,-1.0,-1,0,-1,-1,-400.3013333333333,0.0
