trial_index,mode,correct,reaction_time
1,noise,0,148.122
2,noise,0,-1.0
3,noise,0,120.883
4,noise,1,-1.0
5,noise,1,-1.0
6,noise,1,-1.0
7,noise,1,-1.0
8,go,1,-1.0
9,go,0,-1.0
10,go,1,240.457
11,go,1,270.133
12,go,0,-1.0
13,go,1,220.232
14,go,1,258.747
15,go,1,342.96
16,go,1,228.339
17,noise,1,229.984
18,noise,0,190.658
19,noise,0,136.24
20,noise,0,110.292
21,noise,0,149.883
22,noise,0,209.138
23,noise,0,106.426
24,noise,1,-1.0
25,noise,0,363.256
26,noise,1,-1.0
27,noise,0,309.919
28,noise,0,286.738
29,noise,1,-1.0
30,noise,0,260.279
31,noise,0,139.155
32,noise,0,106.525
33,noise,0,133.327
34,noise,0,228.615
35,noise,0,219.73
36,noise,0,215.088
37,noise,1,-1.0
38,noise,1,-1.0
39,noise,1,-1.0
40,noise,0,248.401
41,noise,1,-1.0
42,noise,1,-1.0
43,noise,1,-1.0
44,noise,1,-1.0
45,go,1,-1.0
46,go,0,-1.0
47,go,1,471.702
48,go,0,-1.0
49,go,0,-1.0
50,go,1,276.771
51,go,1,268.718
52,go,1,388.372
53,go,0,-1.0
54,go,1,382.167
55,go,0,-1.0
56,go,1,217.571
57,go,0,-1.0
58,go,1,248.614
59,go,0,-1.0
60,go,1,240.338
61,go,1,249.075
62,go,1,299.169
63,go,1,295.899
64,noise,1,240.218
65,go,1,-1.0
66,noise,1,260.012
67,noise,0,279.627
68,noise,1,-1.0
69,noise,1,-1.0
70,noise,0,275.478
71,noise,1,-1.0
72,noise,1,-1.0
73,noise,1,-1.0
74,noise,1,-1.0
75,go,1,-1.0
76,noise,1,308.459
77,noise,0,310.222
78,noise,0,143.438
79,noise,0,400.567
80,noise,0,218.504
81,noise,0,200.248
82,noise,1,-1.0
83,noise,1,-1.0
84,noise,0,334.64
85,noise,0,320.613
86,noise,0,249.352
87,noise,1,-1.0
88,noise,1,-1.0
89,noise,0,346.543
90,noise,0,191.954
91,noise,0,268.83
92,noise,1,-1.0
93,noise,1,-1.0
94,noise,1,-1.0
95,noise,1,-1.0
96,go,1,-1.0
97,go,0,-1.0
98,go,1,241.025
99,go,0,-1.0
100,go,0,-1.0
101,go,0,-1.0
102,go,1,305.891
103,go,0,-1.0
104,go,1,197.346
105,go,1,307.931
106,go,0,-1.0
107,go,1,281.52
108,go,0,-1.0
109,go,1,255.374
110,go,1,300.342
111,go,0,-1.0
112,go,1,244.352
113,go,0,-1.0
114,go,1,201.077
115,go,1,389.765
116,go,0,-1.0
117,go,1,99.973
118,go,1,240.571
119,go,1,205.14
120,go,1,260.216
121,noise,1,287.652
122,noise,0,340.006
123,noise,0,145.639
124,noise,0,243.608
125,noise,0,119.59
126,noise,1,-1.0
127,noise,1,-1.0
128,noise,1,-1.0
129,noise,1,-1.0
130,go,1,-1.0
131,go,0,-1.0
132,go,1,101.088
133,go,1,297.281
134,go,1,320.49
135,go,1,269.688
136,noise,1,393.882
137,go,1,-1.0
138,noise,1,290.096
139,noise,0,257.136
140,noise,0,270.456
141,noise,1,-1.0
142,noise,1,-1.0
143,noise+go,0,-1.0
144,noise+go,0,-1.0
145,noise+go,0,276.755
146,noise+go,0,-1.0
147,noise+go,0,-1.0
148,noise+go,0,-1.0
149,noise+go,0,724.317
150,noise+go,0,759.0
151,noise+go,0,-1.0
152,noise+go,0,355.224
153,noise+go,1,846.973
154,noise+go,0,279.788
155,noise+go,0,291.055
156,noise+go,0,-1.0
157,noise+go,0,350.504
158,noise+go,0,368.821
159,noise+go,0,-1.0
160,noise+go,1,874.28
161,noise+go,0,-1.0
162,noise+go,0,434.578
163,noise+go,0,327.073
164,noise+go,0,-1.0
165,noise+go,0,148.449
166,noise+go,0,-1.0
167,noise+go,0,-1.0
168,noise+go,0,267.656
169,noise+go,0,-1.0
170,noise+go,0,-1.0
171,noise+go,0,959.725
172,noise+go,0,254.464
173,noise+go,0,216.463
174,noise+go,0,327.739
175,noise+go,0,-1.0
