trial_index,mode,correct,reaction_time
1,noise,1,-1.0
2,noise,0,346.61
3,noise,0,239.824
4,noise,0,276.362
5,noise,1,-1.0
6,noise,0,460.164
7,noise,1,-1.0
8,noise,1,-1.0
9,noise,1,-1.0
10,noise,1,-1.0
11,go,1,-1.0
12,go,1,322.188
13,go,1,478.275
14,go,1,240.052
15,go,1,267.163
16,noise,1,113.714
17,noise,0,297.867
18,noise,1,-1.0
19,noise,1,-1.0
20,noise,1,-1.0
21,noise,1,-1.0
22,noise,0,309.225
23,noise,1,-1.0
24,noise,1,-1.0
25,noise,1,-1.0
26,noise,1,-1.0
27,go,1,-1.0
28,go,0,-1.0
29,go,0,-1.0
30,go,1,253.537
31,go,1,170.473
32,go,1,194.706
33,go,1,268.615
34,go,0,-1.0
35,go,1,243.882
36,go,1,195.964
37,go,1,275.117
38,go,1,305.039
39,go,0,-1.0
40,go,1,152.895
41,go,1,129.952
42,go,0,-1.0
43,go,0,-1.0
44,go,1,231.026
45,go,1,199.975
46,go,1,239.792
47,go,1,296.762
48,noise,1,226.802
49,noise,0,270.242
50,noise,1,-1.0
51,noise,0,187.863
52,noise,0,254.715
53,noise,1,-1.0
54,noise,1,-1.0
55,noise,1,-1.0
56,noise,0,230.009
57,noise,0,160.137
58,noise,1,-1.0
59,noise,1,-1.0
60,noise,1,-1.0
61,noise,1,-1.0
62,go,1,-1.0
63,go,0,-1.0
64,go,1,278.016
65,go,1,180.51
66,go,1,240.037
67,go,1,305.952
68,noise,1,220.426
69,noise,0,302.416
70,noise,1,-1.0
71,noise,1,-1.0
72,noise,1,-1.0
73,noise,0,332.068
74,noise,0,122.525
75,noise,0,139.872
76,noise,1,-1.0
77,noise,1,-1.0
78,noise,1,-1.0
79,noise,1,-1.0
80,noise,0,198.35
81,noise,1,-1.0
82,noise,1,-1.0
83,noise,0,-1.0
84,noise,1,-1.0
85,noise,1,-1.0
86,noise,1,-1.0
87,noise,1,-1.0
88,go,1,-1.0
89,go,0,-1.0
90,go,0,-1.0
91,go,0,-1.0
92,go,0,-1.0
93,go,0,-1.0
94,go,1,146.296
95,go,1,102.378
96,go,1,390.273
97,go,0,-1.0
98,go,1,367.322
99,go,0,-1.0
100,go,0,-1.0
101,go,1,403.816
102,go,1,157.039
103,go,0,-1.0
104,go,0,-1.0
105,go,0,-1.0
106,go,0,-1.0
107,noise,1,-1.0
108,noise,0,118.066
109,noise,1,-1.0
110,noise,1,-1.0
111,noise,1,-1.0
112,noise,1,-1.0
113,go,1,-1.0
114,go,0,-1.0
115,go,0,-1.0
116,go,0,-1.0
117,go,0,-1.0
118,go,1,368.828
119,go,1,211.474
120,go,0,-1.0
121,go,0,-1.0
122,go,1,355.979
123,go,0,-1.0
124,go,0,-1.0
125,go,1,291.272
126,go,1,410.852
127,go,1,309.793
128,go,1,239.744
129,go,0,-1.0
130,go,1,285.602
131,go,1,244.584
132,go,1,248.461
133,go,1,292.039
134,noise,1,255.576
135,noise,1,-1.0
136,noise,0,419.416
137,noise,1,-1.0
138,noise,1,-1.0
139,noise,1,-1.0
140,noise,1,-1.0
141,go,1,-1.0
142,go,0,-1.0
143,go,0,-1.0
144,go,1,200.305
145,go,1,444.561
146,go,1,186.433
147,go,1,230.022
148,noise,1,106.648
149,noise,0,138.656
150,noise,0,121.351
151,noise,1,-1.0
152,noise,0,164.263
153,noise,1,-1.0
154,noise,0,220.621
155,noise,1,-1.0
156,noise,1,-1.0
157,noise,1,-1.0
158,noise,1,-1.0
159,go,1,-1.0
160,go,0,-1.0
161,go,1,384.403
162,go,1,228.787
163,go,1,269.826
164,go,0,-1.0
165,go,0,-1.0
166,go,0,-1.0
167,go,0,-1.0
168,go,0,-1.0
169,go,0,-1.0
170,go,0,-1.0
