trial_index,speed,coherence,direction,side,saccade_rt,saccade_duration,correct,saccade_x,saccade_y,stim_x,stim_y
1,25,0.6,270,left,240.76104164123535,0.07027435302734375,1,-340.5,-45.5999755859375,-400.3013333333333,0.0
2,25,0.1,90,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
3,25,0.35,270,left,419.4927215576172,0.06966495513916016,1,-342.79998779296875,-78.5,-400.3013333333333,0.0
4,25,0.35,90,left,232.1643829345703,0.0699775218963623,1,-375.4000244140625,37.5,-400.3013333333333,0.0
5,25,0.35,90,left,166.96739196777344,0.07033228874206543,1,-366.9000244140625,33.899993896484375,-400.3013333333333,0.0
6,25,0.2,270,left,196.90513610839844,0.06999564170837402,1,-413.79998779296875,25.0999755859375,-400.3013333333333,0.0
7,25,0.35,90,left,214.46466445922852,0.07014727592468262,1,-398.79998779296875,30.20001220703125,-400.3013333333333,0.0
8,25,0.35,90,left,226.240873336792,0.0697636604309082,1,-379.0999755859375,25.79998779296875,-400.3013333333333,0.0
9,25,0.1,90,left,239.2864227294922,0.06892514228820801,1,-391.29998779296875,35.70001220703125,-400.3013333333333,0.0
10,25,0.35,90,left,267.16017723083496,0.06988024711608887,1,-379.0,29.79998779296875,-400.3013333333333,0.0
11,25,0.2,90,left,233.52599143981934,0.06997323036193848,1,-375.9000244140625,58.0,-400.3013333333333,0.0
12,25,0.1,90,left,253.1287670135498,0.07017922401428223,1,-352.70001220703125,61.5,-400.3013333333333,0.0
13,25,0.6,270,left,283.7512493133545,0.07057762145996094,1,-377.4000244140625,-41.29998779296875,-400.3013333333333,0.0
14,25,0.2,90,left,278.81503105163574,0.07066130638122559,1,-387.0999755859375,28.79998779296875,-400.3013333333333,0.0
15,25,0.0,270,left,276.17764472961426,0.0698249340057373,1,-383.5,-3.70001220703125,-400.3013333333333,0.0
16,25,0.6,90,left,267.76885986328125,0.0692286491394043,1,-401.70001220703125,19.70001220703125,-400.3013333333333,0.0
17,25,0.0,270,left,296.0212230682373,0.06996822357177734,1,-376.79998779296875,-2.29998779296875,-400.3013333333333,0.0
18,25,0.2,270,left,289.28470611572266,0.06982636451721191,1,-378.29998779296875,11.9000244140625,-400.3013333333333,0.0
19,25,0.6,270,left,318.6993598937988,0.06955432891845703,1,-384.5999755859375,-35.20001220703125,-400.3013333333333,0.0
20,25,0.2,270,left,309.8721504211426,0.07058310508728027,1,-374.5999755859375,8.70001220703125,-400.3013333333333,0.0
21,25,0.2,90,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
22,25,0.1,270,left,334.98644828796387,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
23,25,0.35,90,left,491.654634475708,0.06914997100830078,1,-366.0999755859375,57.0,-400.3013333333333,0.0
24,25,0.2,90,left,236.5429401397705,0.07026958465576172,1,-383.79998779296875,17.79998779296875,-400.3013333333333,0.0
25,25,0.1,90,left,-1.0,-1.0,0,-1.0,-1.0,-400.3013333333333,0.0
26,25,0.35,90,left,225.02398490905762,0.0689387321472168,1,-341.9000244140625,40.100006103515625,-400.3013333333333,0.0
27,25,0.35,90,left,177.98304557800293,0.07000160217285156,1,-376.29998779296875,30.899993896484375,-400.3013333333333,0.0
28,25,0.2,270,left,334.155797958374,0.07007980346679688,1,-371.0999755859375,-26.70001220703125,-400.3013333333333,0.0
