trial_index,mode,correct,reaction_time
90,go,1,-1.0
91,go,1,-1.0
92,go,1,-1.0
93,go,1,-1.0
94,go,1,-1.0
95,go,1,9.59
96,go,1,-1.0
97,noise,0,-1.0
98,noise,0,-1.0
99,noise,0,-1.0
100,noise,0,-1.0
101,noise,0,-1.0
102,noise,1,-1.0
103,noise,0,-1.0
104,noise,0,-1.0
105,noise,0,-1.0
106,noise,1,-1.0
107,noise,0,-1.0
108,noise,0,-1.0
109,noise,0,-1.0
110,noise,1,-1.0
111,noise,0,-1.0
112,noise,1,-1.0
113,noise,1,-1.0
114,noise,1,-1.0
115,noise,0,-1.0
116,noise,1,-1.0
117,noise,0,-1.0
118,noise,0,-1.0
119,noise,0,-1.0
120,noise,1,-1.0
121,noise,0,-1.0
122,noise,1,-1.0
123,noise,1,-1.0
124,noise,1,-1.0
125,noise,1,-1.0
126,noise,1,-1.0
127,noise,1,-1.0
128,noise,0,-1.0
129,noise,1,-1.0
130,noise,0,-1.0
131,noise,0,-1.0
132,noise,1,-1.0
133,noise,1,-1.0
134,noise,1,-1.0
135,noise,1,-1.0
136,noise,1,-1.0
137,noise,1,-1.0
138,noise,1,-1.0
139,noise,1,-1.0
140,noise,1,-1.0
141,noise,1,-1.0
142,noise,1,-1.0
143,noise,0,-1.0
144,noise,0,-1.0
145,noise,1,-1.0
146,noise,1,-1.0
147,noise,1,-1.0
148,noise,1,-1.0
149,go,0,-1.0
150,go,1,70.27
151,go,1,-1.0
152,go,0,-1.0
153,go,1,-1.0
154,go,1,-1.0
155,go,1,-1.0
156,go,1,9.97
157,go,0,-1.0
158,go,1,-1.0
159,go,0,-1.0
160,go,1,-1.0
161,go,0,-1.0
162,go,0,-1.0
163,go,1,-1.0
164,go,1,-1.0
165,go,0,-1.0
166,go,1,-1.0
167,go,1,-1.0
168,go,1,-1.0
169,go,1,-1.0
170,go,1,-1.0
171,go,0,-1.0
172,go,1,-1.0
173,go,0,-1.0
174,go,1,9.72
175,go,0,-1.0
176,go,0,-1.0
177,go,1,50.34
178,go,1,10.15
179,go,1,-1.0
180,go,0,-1.0
181,go,1,-1.0
182,go,1,10.0
183,go,0,-1.0
184,go,1,9.93
185,go,1,-1.0
186,go,1,9.65
187,go,1,-1.0
188,go,0,-1.0
189,go,0,-1.0
190,go,0,-1.0
191,go,0,-1.0
192,go,1,9.91
193,go,1,-1.0
194,go,1,9.65
195,go,1,9.92
196,go,1,-1.0
197,go,1,-1.0
198,go,1,-1.0
199,go,1,-1.0
200,go,1,-1.0
201,go,1,-1.0
202,go,1,-1.0
203,go,1,10.03
204,go,1,-1.0
205,go,1,10.23
206,go,0,-1.0
207,go,0,-1.0
208,go,1,-1.0
209,go,1,-1.0
210,go,1,-1.0
211,go,1,10.25
212,noise,0,-1.0
213,noise,0,-1.0
214,noise,0,-1.0
215,noise,0,-1.0
216,noise,0,-1.0
217,noise,0,-1.0
218,noise,0,-1.0
219,noise,1,-1.0
220,noise,0,-1.0
221,noise,0,-1.0
222,noise,0,-1.0
223,noise,0,-1.0
224,noise,0,-1.0
225,noise,0,-1.0
226,noise,0,-1.0
227,noise,0,-1.0
228,no-go,1,-1.0
229,noise,1,-1.0
230,noise,1,-1.0
231,noise,0,-1.0
232,noise,0,-1.0
233,noise,1,-1.0
234,noise,1,-1.0
235,noise,1,-1.0
236,noise,1,-1.0
237,noise,1,-1.0
238,noise,1,-1.0
239,noise,1,-1.0
240,noise,1,-1.0
241,noise,0,-1.0
242,noise,0,-1.0
243,noise,0,-1.0
244,noise,1,-1.0
245,noise,1,-1.0
246,noise,0,-1.0
247,noise,1,-1.0
248,noise,1,-1.0
249,noise,1,-1.0
250,noise,0,-1.0
251,noise,0,-1.0
252,noise,0,-1.0
253,noise,1,-1.0
254,noise,1,-1.0
255,noise,1,-1.0
256,noise,1,-1.0
257,noise,1,-1.0
258,noise,1,-1.0
259,noise,1,-1.0
260,noise,1,-1.0
261,noise,1,-1.0
262,noise,1,-1.0
263,noise,1,-1.0
264,noise,1,-1.0
265,noise,1,-1.0
266,noise,1,-1.0
267,noise,1,-1.0
268,noise,1,-1.0
269,noise,1,-1.0
270,noise,1,-1.0
271,noise,1,-1.0
272,noise,1,-1.0
273,noise,1,-1.0
274,noise,0,-1.0
275,noise,1,-1.0
276,noise,1,-1.0
277,noise,1,-1.0
278,noise,1,-1.0
279,noise,1,-1.0
280,noise,1,-1.0
281,noise,1,-1.0
282,noise,1,-1.0
283,noise,1,-1.0
284,noise,1,-1.0
285,noise,1,-1.0
286,noise,1,-1.0
287,noise,1,-1.0
288,noise,1,-1.0
289,noise,1,-1.0
290,noise,1,-1.0
291,noise,1,-1.0
292,noise,1,-1.0
293,noise,1,-1.0
294,noise,1,-1.0
295,noise,1,-1.0
296,noise,1,-1.0
297,noise,1,-1.0
298,noise,1,-1.0
299,go,0,-1.0
300,go,0,-1.0
301,go,0,-1.0
302,go,1,-1.0
303,go,1,10.06
304,go,0,-1.0
305,go,1,-1.0
306,go,1,-1.0
307,noise,0,-1.0
308,noise,0,-1.0
309,noise,0,-1.0
310,noise,0,-1.0
311,noise,1,-1.0
312,noise,1,-1.0
313,noise,1,-1.0
314,noise,1,-1.0
315,noise,1,-1.0
316,noise,0,-1.0
317,noise,1,-1.0
318,noise,1,-1.0
319,noise,1,-1.0
320,noise,1,-1.0
321,noise,1,-1.0
322,noise,1,-1.0
323,noise,0,-1.0
324,noise,1,-1.0
325,noise,1,-1.0
326,noise,1,-1.0
327,noise,1,-1.0
328,noise,0,-1.0
329,noise,1,-1.0
330,noise,1,-1.0
331,noise,0,-1.0
332,noise,1,-1.0
333,noise,1,-1.0
334,noise,0,-1.0
335,noise,0,-1.0
336,noise,1,-1.0
337,noise,1,-1.0
338,noise,0,-1.0
339,noise,0,-1.0
340,noise,1,-1.0
341,noise,1,-1.0
342,noise,1,-1.0
343,noise,1,-1.0
344,noise,1,-1.0
345,noise,1,-1.0
346,noise,1,-1.0
347,noise,1,-1.0
348,noise,1,-1.0
349,noise,0,-1.0
350,noise,1,-1.0
351,noise,1,-1.0
352,noise,1,-1.0
353,noise,1,-1.0
354,noise,1,-1.0
355,noise,1,-1.0
356,noise,1,-1.0
357,noise,1,-1.0
358,noise,0,-1.0
359,noise,1,-1.0
360,go,1,10.0
361,go,1,-1.0
362,go,0,-1.0
363,go,1,-1.0
364,go,1,-1.0
365,go,1,-1.0
366,go,1,9.92
367,go,0,-1.0
368,go,1,-1.0
369,go,0,-1.0
370,go,0,-1.0
371,go,0,-1.0
372,go,0,-1.0
373,go,1,-1.0
374,go,0,-1.0
375,go,1,10.42
376,go,1,10.35
377,go,1,9.92
378,go,0,-1.0
379,go,0,-1.0
380,go,0,-1.0
381,go,0,-1.0
382,go,0,-1.0
383,go,0,-1.0
384,go,1,9.85
385,go,1,-1.0
386,go,0,-1.0
387,go,1,10.39
388,go,1,-1.0
389,go,0,-1.0
390,go,1,-1.0
391,go,1,9.54
392,go,1,10.32
393,go,1,-1.0
394,go,1,-1.0
395,go,1,-1.0
396,noise,0,-1.0
397,noise,0,-1.0
398,noise,0,-1.0
399,noise,0,-1.0
400,noise,0,-1.0
401,noise,1,-1.0
402,noise,0,-1.0
403,noise,0,-1.0
404,noise,0,-1.0
405,noise,0,-1.0
406,no-go,0,-1.0
407,no-go,0,-1.0
408,no-go,0,-1.0
409,no-go,0,-1.0
410,no-go,1,-1.0
411,noise,1,-1.0
412,noise,1,-1.0
413,noise,1,-1.0
414,noise,1,-1.0
415,noise,1,-1.0
416,noise,1,-1.0
417,noise,0,-1.0
418,noise,0,-1.0
419,noise,0,-1.0
420,noise,0,-1.0
421,noise,1,-1.0
422,noise,1,-1.0
423,noise,0,-1.0
424,noise,0,-1.0
425,noise,0,-1.0
426,noise,1,-1.0
427,noise,1,-1.0
428,noise,0,-1.0
429,noise,0,-1.0
430,noise,0,-1.0
431,noise,1,-1.0
432,noise,1,-1.0
433,noise,1,-1.0
434,noise,1,-1.0
435,noise,1,-1.0
436,noise,1,-1.0
437,noise,1,-1.0
438,noise,0,-1.0
439,noise,0,-1.0
440,noise,1,-1.0
441,noise,1,-1.0
442,noise,1,-1.0
443,noise,1,-1.0
444,noise,1,-1.0
445,noise,1,-1.0
446,noise,1,-1.0
447,noise,0,-1.0
448,noise,0,-1.0
449,noise,1,-1.0
450,noise,1,-1.0
451,noise,0,-1.0
452,noise,0,-1.0
453,noise,1,-1.0
454,noise,1,-1.0
455,noise,1,-1.0
456,noise,1,-1.0
457,noise,1,-1.0
458,noise,1,-1.0
459,noise,0,-1.0
460,noise,1,-1.0
461,noise,1,-1.0
462,noise,1,-1.0
463,noise,1,-1.0
464,noise,1,-1.0
465,noise,1,-1.0
466,noise,1,-1.0
467,noise,1,-1.0
468,noise,1,-1.0
469,noise,1,-1.0
470,noise,1,-1.0
471,noise,1,-1.0
472,noise,1,-1.0
473,noise,1,-1.0
474,noise,1,-1.0
475,noise,1,-1.0
476,go,1,-1.0
477,go,0,-1.0
478,go,0,-1.0
479,go,0,-1.0
480,go,0,-1.0
481,go,0,-1.0
482,go,0,-1.0
483,go,0,-1.0
484,go,0,-1.0
485,go,0,-1.0
486,go,0,-1.0
487,go,0,-1.0
488,go,0,-1.0
489,go,0,-1.0
490,go,0,-1.0
491,go,0,-1.0
492,go,0,-1.0
493,go,0,-1.0
494,go,1,-1.0
495,go,0,-1.0
496,go,0,-1.0
497,go,0,-1.0
498,go,0,-1.0
499,go,0,-1.0
500,go,1,-1.0
501,go,1,-1.0
502,go,1,-1.0
503,go,0,-1.0
504,go,0,-1.0
505,go,1,-1.0
506,go,1,-1.0
507,go,0,-1.0
508,go,1,-1.0
509,go,1,-1.0
510,go,1,9.65
511,go,1,-1.0
512,go,1,-1.0
513,go,1,-1.0
514,go,1,9.73
515,go,1,-1.0
516,go,1,-1.0
517,go,0,-1.0
518,go,1,-1.0
519,go,1,-1.0
520,go,1,-1.0
521,go,0,-1.0
522,go,1,10.1
523,go,0,-1.0
524,go,1,-1.0
525,go,1,10.32
526,go,1,-1.0
527,go,1,-1.0
528,go,1,-1.0
529,go,0,-1.0
530,go,1,39.85
531,go,0,-1.0
532,go,0,-1.0
533,go,1,10.04
534,go,0,-1.0
535,go,0,-1.0
536,go,1,-1.0
537,go,1,10.02
538,go,1,-1.0
539,go,0,-1.0
540,go,1,10.0
541,go,0,-1.0
542,go,1,-1.0
543,go,1,-1.0
544,noise,1,-1.0
545,noise,1,-1.0
546,noise,1,-1.0
547,noise,1,-1.0
548,noise,1,-1.0
549,noise,1,-1.0
550,noise,1,-1.0
551,noise,1,-1.0
552,noise,1,-1.0
553,noise,0,-1.0
554,noise,1,-1.0
555,noise,1,-1.0
556,noise,0,-1.0
557,go,1,10.15
558,go,0,-1.0
559,go,0,-1.0
560,go,0,-1.0
561,go,0,-1.0
562,go,0,-1.0
563,go,0,-1.0
564,go,0,-1.0
565,go,0,-1.0
566,go,0,-1.0
567,go,0,-1.0
568,go,0,-1.0
569,go,0,-1.0
570,go,0,-1.0
571,go,0,-1.0
572,go,0,-1.0
573,go,0,-1.0
574,go,0,-1.0
575,go,1,-1.0
576,go,0,-1.0
577,go,0,-1.0
578,go,0,-1.0
579,go,0,-1.0
580,go,1,-1.0
581,go,0,-1.0
582,go,0,-1.0
583,go,0,-1.0
584,go,0,-1.0
585,go,1,-1.0
586,go,0,-1.0
587,go,0,-1.0
588,go,0,-1.0
589,go,0,-1.0
590,go,0,-1.0
591,go,1,9.92
592,go,1,-1.0
593,go,1,10.2
594,go,1,10.25
595,go,1,10.41
596,go,1,-1.0
597,go,1,-1.0
598,go,1,9.94
599,go,1,-1.0
600,go,1,10.13
601,go,0,-1.0
602,go,0,-1.0
603,go,1,9.82
604,go,1,9.79
605,go,1,69.98
606,go,1,-1.0
607,noise,0,-1.0
608,noise,0,-1.0
609,noise,0,-1.0
610,noise,0,-1.0
611,noise,0,-1.0
612,noise,0,-1.0
613,no-go,0,-1.0
614,no-go,0,-1.0
