trial_index,trial_start_time,trial_start_tracker_time,speed,coherence,direction,saccade_rt,saccade_duration,correct,saccade_x,saccade_y,saccade_start_x,saccade_start_y,stim_x,stim_y,fix_onset,fix_onset_tracker,stim_onset,stim_onset_tracker,stim_offset,stim_offset_tracker,saccade_onset,saccade_onset_tracker,fix_x,fix_y
1,1758919585.0934095,173450.0,16,0.2,270,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,1758919585.3370628,173912.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
2,1758919586.9254253,175282.0,16,0.35,270,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,1758919587.810271,176384.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
3,1758919589.1725929,177530.0,16,0.1,270,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
4,1758919595.2173364,183575.0,16,0.0,270,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
5,1758919601.648721,190006.0,16,0.6,90,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
6,1758919607.7121065,196069.0,16,0.1,90,239.09330368041992,0.005354642868041992,1,-177.29998779296875,144.0,-79.20001220703125,-54.20001220703125,-200.15066666666664,160.12053333333333,1758919608.059606,196637.0,1758919608.8095198,197167.0,1758919609.058524,197415.0,1758919609.048613,197406.0,0.0,0.0
7,1758919611.1041028,199461.0,16,0.1,270,264.91713523864746,0.0054662227630615234,1,-182.5999755859375,137.20001220703125,-82.20001220703125,-53.0,-200.15066666666664,160.12053333333333,1758919611.3398113,199916.0,1758919611.8836012,200240.0,1758919612.1585913,200515.0,1758919612.1485183,200506.0,0.0,0.0
8,1758919614.0939748,202451.0,16,0.0,270,334.3350887298584,0.004992246627807617,1,-189.20001220703125,152.0,-144.70001220703125,-111.39999389648438,-200.15066666666664,160.12053333333333,1758919614.3070605,202881.0,1758919614.8038738,203161.0,1758919615.1481602,203505.0,1758919615.1382089,203495.0,0.0,0.0
9,1758919617.2778442,205635.0,16,0.1,90,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,1758919617.841702,206404.0,1758919618.7641253,207121.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
10,1758919620.735339,209090.0,16,0.1,90,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,1758919621.0965095,209671.0,1758919621.6286395,209986.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
11,1758919623.6209311,211978.0,16,0.0,90,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-200.15066666666664,160.12053333333333,1758919623.8624299,212422.0,1758919624.5321827,212889.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
12,1758919626.4953415,214852.0,16,0.0,90,224.20954704284668,0.003922700881958008,1,-214.9000244140625,121.60000610351562,-133.0,-73.10000610351562,-200.15066666666664,160.12053333333333,1758919626.7053604,215283.0,1758919627.6340127,215991.0,1758919627.86819,216225.0,1758919627.8582222,216215.0,0.0,0.0
13,1758919630.113119,218470.0,16,0.2,270,301.5255928039551,0.0050508975982666016,1,-244.5,148.10000610351562,-203.0999755859375,-80.79998779296875,-200.15066666666664,160.12053333333333,1758919630.4673398,219033.0,1758919631.025935,219383.0,1758919631.3376472,219695.0,1758919631.3274605,219685.0,0.0,0.0
